user_id,item_id,item_cartnum,item_ratio
133463691,393423629,2.0,0.5
80894940,53525660,4.0,0.25
58883715,50999488,3.0,0.3333333333333333
4261260,383495355,2.0,0.5
89492416,366845794,2.0,0.5
52655107,13688000,2.0,0.5
29550258,317358736,2.0,1.0
76048990,43359414,2.0,0.5
49829658,165818906,2.0,0.5
97378097,145108925,32.0,0.34375
119687381,321357271,2.0,0.5
4601466,205895027,4.0,0.25
25831491,172530265,5.0,0.8
107680357,142434490,4.0,0.75
30699451,391680136,2.0,0.5
50340729,257341585,2.0,0.5
107024477,286003516,4.0,0.25
125573135,214204975,2.0,0.5
12051954,386483645,4.0,0.25
22007082,162951279,2.0,0.5
86929922,139597143,1.0,1.0
37709773,318661027,2.0,0.5
55530513,313045652,1.0,1.0
3750447,61327706,2.0,0.5
89492416,272427362,2.0,0.5
4008563,404256208,2.0,0.5
96790667,166522472,1.0,1.0
42694858,330631189,4.0,0.5
10149605,90329402,6.0,1.0
131404662,366577480,5.0,0.2
120964894,218567831,4.0,0.25
82857884,189738444,2.0,0.5
94628165,309722125,2.0,0.5
66369549,217203927,1.0,1.0
97089469,290376871,3.0,1.0
55694827,169986353,2.0,0.5
23038853,221191123,1.0,1.0
76048990,195575726,2.0,0.5
90291184,103412996,9.0,0.3333333333333333
28720302,180494189,1.0,1.0
75135449,280764598,2.0,0.5
110122107,96316588,2.0,0.5
7176156,190431666,1.0,1.0
75648334,314598122,2.0,0.5
14656393,267677097,1.0,1.0
66420329,343652770,1.0,1.0
27809186,46328789,2.0,0.5
121393413,329950803,2.0,0.5
139458443,184995596,7.0,0.14285714285714285
80332039,296094934,24.0,0.375
82857884,403958258,5.0,0.8
77881862,402997342,6.0,0.3333333333333333
12399556,327132085,3.0,0.3333333333333333
142151675,225822506,2.0,0.5
91750843,146817966,9.0,0.4444444444444444
56472082,284936687,1.0,1.0
27809186,343066193,2.0,0.5
139435539,353690870,1.0,1.0
89819548,358422938,3.0,0.3333333333333333
75648334,287813798,3.0,0.3333333333333333
4919496,315310321,3.0,0.3333333333333333
69871078,320148593,2.0,0.5
108030981,180321689,2.0,0.5
110122107,290842540,2.0,0.5
75648334,20002626,7.0,0.8571428571428571
93182231,151410076,2.0,0.5
27809186,37468210,3.0,0.3333333333333333
91719173,401462841,2.0,0.5
97378097,242674941,11.0,0.45454545454545453
55694827,329492553,2.0,0.5
128719503,13377263,1.0,1.0
60408225,25031074,2.0,0.5
103774521,85655797,1.0,1.0
128716151,82741914,4.0,0.25
3750447,125660750,3.0,0.3333333333333333
33792390,23298805,6.0,1.0
45085914,391450336,2.0,1.0
75648334,185179614,2.0,0.5
75135449,167457040,2.0,0.5
74248390,268772979,3.0,0.3333333333333333
123001606,276113333,2.0,0.5
75135449,339330789,2.0,0.5
15412753,312498799,2.0,1.0
32958231,47273431,4.0,1.0
423794,71268481,2.0,0.5
80894940,114976362,4.0,0.25
110122107,52687528,2.0,0.5
110848208,327829814,1.0,1.0
84904440,220630103,2.0,1.0
97636554,332759082,2.0,1.0
101570549,260719417,2.0,0.5
5240052,299965343,3.0,0.3333333333333333
74986748,58323105,2.0,0.5
103929468,13719573,1.0,1.0
15412753,403223102,2.0,0.5
138161959,252631366,3.0,0.3333333333333333
142368840,75544498,1.0,1.0
84080163,109090416,2.0,0.5
137955231,31841475,2.0,0.5
58553066,313281564,2.0,0.5
75648334,252029283,4.0,0.25
133922654,101645219,15.0,0.13333333333333333
80894940,89503287,4.0,0.25
157097,298009491,4.0,0.25
110122107,206339536,2.0,0.5
7176156,247531180,5.0,0.6
3066501,110129546,2.0,0.5
45454313,78772637,2.0,0.5
80894940,244452363,5.0,0.2
59783294,351303747,2.0,0.5
124167000,178650233,1.0,1.0
66420329,355095199,2.0,1.0
65087297,331325273,2.0,0.5
130463595,177139,2.0,0.5
80894940,127894172,5.0,0.2
63759289,352217551,2.0,1.0
119687381,222068606,2.0,0.5
42714086,82934155,2.0,0.5
101068112,15424508,3.0,0.3333333333333333
18282993,180824204,8.0,0.25
21217939,178326814,1.0,1.0
73433921,199869879,4.0,0.5
119687381,41538261,2.0,0.5
140763693,380758747,1.0,1.0
95528086,24453204,3.0,1.0
52655107,19433249,20.0,0.3
89492416,374213372,10.0,0.2
133463691,94869683,2.0,0.5
86236991,230647219,2.0,0.5
93182231,306598194,2.0,0.5
108604172,142986848,3.0,0.3333333333333333
123958666,274692393,9.0,0.8888888888888888
129377820,3850177,2.0,1.0
20516700,79654052,4.0,0.5
59672207,394678045,1.0,1.0
133463691,244968454,2.0,0.5
34334840,183775680,6.0,0.16666666666666666
75135449,238791345,2.0,0.5
100256849,21684660,1.0,1.0
3750447,213205683,4.0,1.0
99785045,132388402,3.0,0.6666666666666666
128716151,348723124,2.0,0.5
93182231,334406391,2.0,0.5
132132334,379281808,2.0,1.0
80894940,162062363,5.0,0.2
1702520,360169917,3.0,0.6666666666666666
55694827,30951012,2.0,0.5
15412753,197245775,5.0,0.4
3750447,230965927,2.0,0.5
133784111,303392178,3.0,1.0
110297620,135258154,3.0,0.3333333333333333
128719503,23979857,1.0,1.0
37188049,138536229,2.0,1.0
89492416,254867585,2.0,0.5
15412753,229126832,2.0,0.5
12399556,210823699,3.0,0.3333333333333333
124167000,25066726,1.0,1.0
4261260,224173845,2.0,0.5
127113842,231377540,2.0,0.5
27541947,201817898,1.0,1.0
69784592,33020787,1.0,1.0
81756097,85145539,5.0,0.8
118701616,135918939,2.0,1.0
72663653,286636012,48.0,0.75
59672207,2586554,3.0,0.3333333333333333
10149605,107981344,13.0,1.0
124167000,165954555,1.0,1.0
24240883,109454377,5.0,0.4
13836728,68454895,1.0,1.0
43865915,263820947,1.0,1.0
95307759,16357808,2.0,0.5
15559083,269640492,2.0,1.0
41286340,279596198,2.0,0.5
73433921,100261362,2.0,0.5
18425591,379340216,2.0,0.5
65087297,293754719,2.0,0.5
73416552,252130825,2.0,1.0
46864179,144007113,3.0,0.3333333333333333
90291184,393384859,8.0,0.25
110327133,150936261,5.0,0.4
73433921,38128918,4.0,1.0
66420329,311205777,1.0,1.0
97089469,51986232,2.0,0.5
4601466,323979712,4.0,0.5
134294014,292878757,2.0,0.5
101570549,337406773,2.0,0.5
59783294,203183448,2.0,0.5
18282993,44031302,6.0,0.3333333333333333
12369583,200597276,5.0,0.2
90291184,180761749,4.0,0.5
80894940,397284366,5.0,0.2
93182231,120142507,2.0,0.5
128716151,377272325,2.0,0.5
31456426,174283459,4.0,0.5
15559083,166029296,7.0,0.2857142857142857
12399556,196866722,3.0,0.3333333333333333
13715846,379457134,2.0,0.5
92076034,172277735,5.0,0.2
128716151,233044472,2.0,0.5
44189601,351357533,2.0,1.0
111124413,251918596,5.0,0.2
56438429,226660049,3.0,0.3333333333333333
80894940,68197466,5.0,0.2
38387226,310748075,2.0,0.5
125573135,190231401,2.0,0.5
52035400,130268424,2.0,0.5
97089469,271910350,2.0,0.5
32792857,364531657,2.0,0.5
59270559,367336159,3.0,0.3333333333333333
89492416,362954824,4.0,1.0
82857884,68711770,2.0,0.5
89908518,193811224,2.0,0.5
51746385,368512440,7.0,0.5714285714285714
83607024,344309602,3.0,1.0
32792857,49970125,2.0,0.5
29985681,185526830,2.0,0.5
104569658,134736472,1.0,1.0
131965938,114548540,2.0,0.5
32792857,34213736,2.0,0.5
82479585,163240344,69.0,0.21739130434782608
85642720,295925510,3.0,1.0
88660059,367933076,4.0,0.25
128716151,26267985,2.0,0.5
72874770,318681977,1.0,1.0
109005178,145155848,8.0,0.625
25831491,99835346,2.0,1.0
86435238,309970108,2.0,0.5
142368840,238772528,1.0,1.0
133922654,154520570,4.0,0.75
95533953,112661631,1.0,1.0
22158762,142360751,2.0,0.5
84904440,404295358,2.0,0.5
38387226,150082349,2.0,0.5
82479585,71201468,8.0,0.5
93704320,104467916,2.0,0.5
114283742,163948864,3.0,0.3333333333333333
20263375,293103911,1.0,1.0
108431897,397137263,2.0,0.5
38913959,121057571,2.0,0.5
72990071,37900978,2.0,0.5
123879519,372374875,2.0,1.0
1484148,267380501,2.0,0.5
59194752,208741422,3.0,0.3333333333333333
122714235,7946002,1.0,1.0
65504626,3704266,1.0,1.0
15559083,204612840,2.0,0.5
18425591,279973470,2.0,0.5
34399720,306580218,2.0,0.5
65087297,293555267,2.0,0.5
133784111,273579229,2.0,1.0
102244291,188709434,2.0,0.5
82857884,295226198,11.0,0.45454545454545453
133463691,253468001,2.0,0.5
129809988,390098837,2.0,0.5
65904810,137226979,2.0,0.5
18021595,100319328,1.0,1.0
106029601,245888862,3.0,0.6666666666666666
22444189,307223450,2.0,0.5
20293815,143777978,2.0,1.0
75648334,349427760,2.0,0.5
127113842,316429621,2.0,0.5
37188049,367754024,3.0,1.0
59672207,185067694,1.0,1.0
137115052,380046738,4.0,1.0
49391797,75976843,1.0,1.0
92076034,309783688,3.0,0.3333333333333333
108030981,136653533,2.0,0.5
111481622,339851265,1.0,1.0
56201536,288668559,2.0,0.5
82857884,174761703,5.0,0.8
90251602,244355706,2.0,1.0
73554726,130295758,3.0,0.3333333333333333
27809186,347295434,2.0,0.5
130463595,223649142,2.0,0.5
135670856,275784978,2.0,0.5
103929468,102343950,1.0,1.0
128716151,349821319,2.0,0.5
82479585,352235676,6.0,0.16666666666666666
103038630,123067980,1.0,1.0
89492416,154612828,5.0,1.0
86241219,329173440,2.0,0.5
8287368,245307900,1.0,1.0
8917150,50839725,2.0,0.5
128716151,162804114,2.0,0.5
128716151,97410466,2.0,0.5
23740258,89537966,4.0,0.25
22444189,65593170,2.0,0.5
32400706,373390028,6.0,1.0
82857884,32069317,20.0,0.3
100256849,195758451,1.0,1.0
80894940,43599106,4.0,0.25
46241573,135298555,8.0,0.25
61409141,36253440,2.0,0.5
66420329,206079126,2.0,0.5
133922654,274588901,20.0,0.35
133784111,253076559,2.0,0.5
104772634,94818925,2.0,0.5
134319759,328053032,5.0,0.8
75648334,256788342,6.0,0.6666666666666666
119687381,25170429,3.0,0.3333333333333333
137359772,301463913,2.0,1.0
4261260,81480071,2.0,0.5
125573135,133547053,2.0,0.5
90689083,16803431,6.0,0.16666666666666666
100256849,234546195,2.0,0.5
97378097,200634526,13.0,0.23076923076923078
123958666,301699535,27.0,0.5925925925925926
32145882,164439681,2.0,0.5
68942144,52608678,2.0,0.5
100256849,82139708,1.0,1.0
3750447,215495622,2.0,0.5
16538151,296913497,2.0,0.5
86236991,173912532,2.0,0.5
86345448,82939207,2.0,0.5
72512616,316816499,2.0,0.5
17707753,195395496,6.0,0.3333333333333333
72990071,257903222,2.0,0.5
10149605,226269051,4.0,0.5
97636554,303688377,2.0,0.5
21089878,97935645,1.0,1.0
26731285,121060206,4.0,0.5
110122107,162447301,2.0,0.5
103624059,63757435,3.0,0.3333333333333333
71369964,61376449,3.0,0.3333333333333333
16061238,142597021,3.0,0.3333333333333333
98626231,183402732,3.0,0.3333333333333333
108473071,212677664,2.0,0.5
14656393,301722848,1.0,1.0
18021595,251817435,1.0,1.0
131965938,136872918,2.0,0.5
141444223,44789745,6.0,0.3333333333333333
7963964,52518349,2.0,1.0
136843553,402003607,3.0,0.3333333333333333
25963511,89885893,6.0,0.6666666666666666
19877012,166582465,5.0,1.0
4008563,271037284,2.0,0.5
3750447,343607688,2.0,0.5
12472346,140074025,2.0,1.0
27809186,122100718,2.0,0.5
62639453,226969558,2.0,0.5
80345747,226823067,16.0,0.75
130580296,125462902,3.0,0.6666666666666666
135402088,112491337,3.0,0.3333333333333333
92645086,92257997,2.0,1.0
45454313,295452451,2.0,0.5
122259561,18022072,4.0,0.25
59194752,221442516,3.0,0.6666666666666666
76048990,17469043,4.0,0.25
128716151,81340498,2.0,0.5
125573135,233610346,2.0,0.5
12725240,10137075,4.0,0.25
39420666,178772396,2.0,0.5
25793236,291792696,10.0,0.4
36498662,332156033,4.0,0.25
43396238,267496651,4.0,0.75
80894940,311523030,5.0,0.2
55530513,952549,1.0,1.0
66420329,18350659,4.0,0.25
4261260,140105453,2.0,0.5
101570549,234923751,2.0,0.5
83801469,193232028,4.0,0.75
16538151,72304201,2.0,0.5
123958666,171835456,5.0,0.2
72375961,394115467,5.0,0.6
55530513,233058423,1.0,1.0
97089469,168763323,2.0,0.5
59797150,161812372,2.0,1.0
86929922,26809048,1.0,1.0
2763135,214693873,5.0,0.4
86435238,305391050,1.0,1.0
66420329,269228857,3.0,0.6666666666666666
74507077,77065778,1.0,1.0
16269352,7729217,2.0,0.5
84080163,359858206,2.0,0.5
29985681,31541455,2.0,0.5
50010860,357647157,2.0,0.5
43396238,277239931,1.0,1.0
108473071,368063750,2.0,0.5
85236155,214491751,3.0,1.0
112938311,47962330,1.0,1.0
88927446,366125469,2.0,1.0
110122107,265173964,2.0,0.5
22444189,101458516,1.0,1.0
13836728,26358186,2.0,0.5
91614178,344228967,2.0,1.0
94524054,250676444,7.0,0.7142857142857143
79401882,151458547,1.0,1.0
84080163,97215182,2.0,0.5
16439195,274419773,1.0,1.0
123202801,4426807,9.0,1.0
55653621,56649951,2.0,0.5
39413973,268375860,1.0,1.0
133463691,390678340,2.0,0.5
108604172,212279972,3.0,0.3333333333333333
108431897,219068808,3.0,0.6666666666666666
68709423,321087607,4.0,0.75
66420329,99901732,1.0,1.0
29217415,222464720,4.0,0.25
247543,127129385,2.0,0.5
18868044,162091771,1.0,1.0
86236991,29022249,2.0,0.5
139277928,63799617,4.0,1.0
15559083,151903729,2.0,0.5
137284530,168254433,3.0,0.3333333333333333
128719503,30188520,4.0,1.0
37188049,286771399,4.0,1.0
84080163,270198380,2.0,0.5
84904440,373810154,12.0,0.16666666666666666
42012301,260793609,8.0,1.0
80894940,110937823,5.0,0.2
45085914,236941283,6.0,0.16666666666666666
80894940,342181428,5.0,0.2
25535039,112842891,3.0,1.0
89003687,319291851,5.0,0.4
38387226,97934510,2.0,0.5
1769128,372054225,6.0,0.3333333333333333
9790596,116696020,4.0,0.5
29927052,232968345,2.0,0.5
91719173,31572726,2.0,0.5
93182231,276316505,2.0,0.5
115971384,31312814,1.0,1.0
119687381,27336968,2.0,0.5
3750447,321065547,2.0,0.5
80568764,287582298,2.0,0.5
82857884,110944305,10.0,0.5
137999315,149856919,2.0,0.5
2099277,41062651,2.0,0.5
1769128,60380359,2.0,0.5
46522251,380892642,2.0,0.5
125573135,53520553,2.0,0.5
88159912,174247980,4.0,0.25
124639503,238608447,2.0,0.5
90291184,162479693,4.0,0.25
3750447,386528103,3.0,0.3333333333333333
17020859,355190989,2.0,0.5
84011193,241392945,2.0,0.5
75648334,203425635,2.0,0.5
10149605,319488313,6.0,0.5
69784592,290376685,2.0,1.0
82389748,54497322,2.0,0.5
75648334,43816872,2.0,0.5
3750447,375338817,2.0,0.5
75135449,70125595,2.0,0.5
108604172,366053166,5.0,0.2
90291184,198582071,13.0,0.46153846153846156
108604172,337054730,2.0,0.5
50312283,361393017,1.0,1.0
3750447,279665611,2.0,0.5
91719173,164207526,2.0,0.5
21984163,342824714,9.0,0.5555555555555556
42012301,351971628,9.0,0.2222222222222222
124167000,344810153,1.0,1.0
123553065,110123327,3.0,0.6666666666666666
132506811,369451060,4.0,0.5
110122107,395818924,2.0,0.5
72990071,140123501,2.0,0.5
89395586,267593316,8.0,0.5
103774521,239091522,1.0,1.0
84904440,404401831,4.0,1.0
74710317,252974219,2.0,0.5
110122107,258632422,2.0,0.5
45561576,290435323,4.0,0.75
15412753,252486469,2.0,0.5
4261260,264890333,2.0,0.5
84904440,12195590,5.0,0.4
136843553,348384111,2.0,0.5
50010860,167161899,3.0,0.6666666666666666
63693522,245768564,4.0,0.25
139363016,207739371,2.0,0.5
13836728,74293412,2.0,1.0
57041703,9345098,2.0,0.5
82465279,310431616,5.0,0.2
45926523,227153089,3.0,0.6666666666666666
20390004,22512781,1.0,1.0
74645093,199701849,3.0,0.3333333333333333
16795906,259058063,2.0,0.5
85400670,121977440,5.0,0.6
120443445,371259878,2.0,0.5
106281403,50750288,2.0,0.5
10149605,398962320,6.0,0.3333333333333333
103059028,310005984,2.0,0.5
87960257,365000829,2.0,0.5
60159990,176069938,3.0,0.3333333333333333
12999698,220681633,6.0,0.16666666666666666
131504487,401100775,3.0,0.3333333333333333
51826644,98336715,2.0,0.5
120777483,190728972,3.0,0.6666666666666666
22874532,171860752,2.0,0.5
1927352,401502881,2.0,0.5
138551234,317015911,4.0,0.75
100871846,28569025,2.0,0.5
111187439,249762332,2.0,1.0
37305183,108766789,1.0,1.0
90539396,262821527,12.0,0.5833333333333334
134297173,184272678,2.0,0.5
100871846,234689340,2.0,0.5
103842377,220450344,6.0,0.3333333333333333
59797150,401671723,2.0,0.5
116225160,6964318,4.0,0.25
17387185,8425243,2.0,0.5
117058802,292731787,2.0,0.5
100871846,370780764,2.0,0.5
32738038,402451428,3.0,1.0
44005966,259333634,2.0,0.5
96074973,33063585,3.0,0.6666666666666666
90621059,138662811,2.0,0.5
14656393,216092222,2.0,0.5
120443445,274218701,1.0,1.0
128055612,222851624,2.0,0.5
1272577,149488219,1.0,1.0
65904810,62103500,7.0,0.2857142857142857
51435164,349499367,3.0,0.3333333333333333
118741945,173450364,2.0,0.5
4261260,251560459,2.0,0.5
50244004,228408048,2.0,1.0
132455644,36484736,2.0,0.5
10149605,306559306,2.0,0.5
120443445,377739071,2.0,0.5
79184188,401663390,3.0,0.6666666666666666
97891315,246567163,1.0,1.0
87470884,200748352,2.0,0.5
20357254,180784264,2.0,0.5
99418963,211700752,2.0,0.5
57361144,358772477,1.0,1.0
20390004,119972821,2.0,0.5
16921029,153040356,1.0,1.0
16795906,179922724,2.0,0.5
132366208,118706957,1.0,1.0
110041714,270212501,4.0,0.25
107048250,337914777,6.0,0.6666666666666666
110041714,351476782,4.0,0.25
97329466,336777119,2.0,1.0
81706450,154188686,2.0,1.0
84365253,277166968,1.0,1.0
131308801,67303001,8.0,1.0
50864448,377606280,2.0,0.5
138843810,348860341,2.0,0.5
16921029,36995397,1.0,1.0
13861417,62019556,3.0,0.3333333333333333
35214115,383155779,2.0,0.5
116568644,372295569,3.0,0.3333333333333333
131663025,105965031,5.0,0.2
97891315,242285628,2.0,0.5
8785103,350972215,1.0,1.0
1820303,324638354,1.0,1.0
6596569,91372822,2.0,0.5
132455644,78684003,21.0,0.38095238095238093
138843810,213887341,2.0,0.5
63973702,78722566,3.0,0.3333333333333333
61644490,68128031,2.0,0.5
59797150,30979874,2.0,0.5
52951149,17261009,2.0,0.5
131962004,119952319,9.0,0.5555555555555556
81706450,79525607,2.0,0.5
120443445,350298952,1.0,1.0
16921029,6466263,1.0,1.0
100871846,190482578,2.0,0.5
92593147,248111099,7.0,0.14285714285714285
44005966,238226392,1.0,1.0
37217199,37362762,1.0,1.0
95720451,64137126,4.0,0.5
84934689,239361100,3.0,0.3333333333333333
125444720,207644540,3.0,0.3333333333333333
51746385,181210247,2.0,0.5
127896334,361525697,9.0,0.3333333333333333
50157444,48057163,1.0,1.0
112470845,207540320,1.0,1.0
94234508,262224854,2.0,1.0
85400670,49125853,7.0,0.7142857142857143
11171971,313976060,15.0,0.4
81706450,305943124,2.0,0.5
120443445,352705251,1.0,1.0
30701881,98658458,3.0,1.0
137538791,25788414,1.0,1.0
98626231,58975731,2.0,0.5
81706450,66978970,2.0,1.0
51746385,224032764,2.0,1.0
13861417,290084734,2.0,0.5
64049642,188468028,3.0,0.3333333333333333
91540968,120500548,4.0,1.0
137531842,83246315,2.0,1.0
49379129,318127513,16.0,0.375
112503956,268028612,2.0,0.5
13201221,208063949,3.0,0.3333333333333333
140935086,166160578,2.0,0.5
45926523,242448426,8.0,1.0
2641662,49823562,2.0,0.5
19561580,52481693,1.0,1.0
36445695,359369392,1.0,1.0
110159765,343035454,1.0,1.0
16921029,35969349,1.0,1.0
29881921,324462653,2.0,0.5
36693327,335192774,4.0,0.25
120443445,122100312,2.0,0.5
50159699,139767779,2.0,0.5
60826253,269277513,2.0,0.5
50244004,247652996,2.0,1.0
42716226,319707593,2.0,1.0
38140070,175605772,2.0,0.5
67370035,87742613,3.0,0.3333333333333333
50712960,291796687,11.0,1.0
29943812,213480813,1.0,1.0
7572838,291518420,16.0,0.125
53027238,196545417,10.0,0.3
79184188,19959658,4.0,0.25
81525436,377807287,1.0,1.0
79184188,372603428,5.0,0.4
36713639,251274739,2.0,0.5
65430299,251372003,2.0,0.5
136091846,273661185,22.0,0.8181818181818182
50864448,45380950,2.0,0.5
110041714,197877682,4.0,0.25
75500533,148221530,12.0,0.4166666666666667
96497399,254185136,2.0,0.5
116601750,74178199,1.0,1.0
102695192,383869547,6.0,0.16666666666666666
121777817,181832870,1.0,1.0
124116992,354199331,4.0,0.25
85604732,396003427,2.0,0.5
116568644,138547511,2.0,0.5
25040442,401135971,5.0,0.8
23818334,310748408,7.0,0.5714285714285714
140990654,181493984,5.0,0.2
17286111,2295372,2.0,0.5
110041714,34560305,11.0,0.5454545454545454
21491689,281982878,3.0,0.6666666666666666
96497399,392924552,2.0,0.5
90621059,41172717,3.0,0.6666666666666666
41599972,122054840,3.0,0.3333333333333333
110041714,287365298,4.0,0.25
10149605,73456390,3.0,1.0
141791496,190839690,1.0,1.0
118986002,67048569,2.0,0.5
46405869,17059419,2.0,1.0
65904810,378477091,1.0,1.0
16921029,357739116,1.0,1.0
16921029,354919052,1.0,1.0
64049642,395915167,4.0,0.25
35214115,257070384,2.0,0.5
43931030,272002042,1.0,1.0
13608785,257825146,4.0,0.25
110159765,242254619,1.0,1.0
110041714,216147171,3.0,0.3333333333333333
95398123,186677200,4.0,0.25
48885147,361222937,19.0,0.15789473684210525
27973180,308243583,1.0,1.0
11561834,77290626,2.0,0.5
121000384,8397788,2.0,0.5
16795906,109252561,2.0,0.5
116568644,157227154,2.0,0.5
1364464,124355613,2.0,0.5
50418349,339541119,2.0,0.5
33445386,253345206,3.0,0.3333333333333333
110159765,255670931,1.0,1.0
133442561,249939420,3.0,0.3333333333333333
51688276,270287981,1.0,1.0
37217199,257327015,1.0,1.0
128521627,385550874,2.0,0.5
127116214,73058967,2.0,0.5
42109144,388092169,1.0,1.0
15019848,128645784,2.0,0.5
4053567,358705744,2.0,0.5
138551234,293437685,6.0,0.3333333333333333
16921029,322544305,1.0,1.0
76253881,70574081,2.0,1.0
10149605,332969426,2.0,0.5
24240883,364330850,3.0,0.6666666666666666
132455644,269740245,2.0,0.5
54704248,184695448,2.0,0.5
96497399,21568839,2.0,0.5
100871846,217349883,4.0,0.25
50418349,283011194,2.0,0.5
92593147,251878348,2.0,0.5
16851866,149880244,11.0,1.0
75536562,20615297,2.0,1.0
87470884,221165674,2.0,0.5
118770004,87561770,3.0,0.6666666666666666
63582274,24721825,4.0,0.25
133866163,55121506,10.0,0.7
71201867,215287276,3.0,0.3333333333333333
7572838,173060333,2.0,1.0
138551234,192371939,2.0,0.5
89383339,239526188,2.0,0.5
17286111,349150093,3.0,0.3333333333333333
91272450,326257768,2.0,0.5
10149605,76545364,5.0,0.6
125040946,48267257,2.0,0.5
120443445,158058942,1.0,1.0
132455644,23328105,2.0,0.5
60079613,398339133,3.0,0.3333333333333333
39413973,152185354,2.0,0.5
35927774,59873116,7.0,0.7142857142857143
80216957,307183235,5.0,0.2
104884471,313156888,3.0,0.3333333333333333
138551234,276166963,3.0,0.3333333333333333
70107226,33352365,2.0,0.5
5424550,80149251,2.0,0.5
132455644,37116543,4.0,0.5
47143734,162213206,3.0,0.3333333333333333
78529474,2874749,3.0,0.3333333333333333
139019375,7053875,3.0,1.0
140721903,328959238,2.0,0.5
44189601,115318575,2.0,0.5
132366208,95615200,1.0,1.0
103995388,368754051,2.0,0.5
77204533,358400214,14.0,0.42857142857142855
112420330,10394186,2.0,0.5
16538151,275320686,3.0,0.3333333333333333
81706450,288049480,2.0,0.5
85363944,250391617,5.0,1.0
104803851,374586096,2.0,0.5
116568644,6417325,2.0,0.5
27973180,272208543,1.0,1.0
98756772,119654282,2.0,0.5
131504487,92627529,2.0,0.5
118213394,918226,3.0,1.0
132019582,237747082,4.0,0.5
50690481,390814222,4.0,0.5
100871846,188167895,2.0,0.5
20390004,359545445,1.0,1.0
75500533,107869804,2.0,0.5
140935086,161195627,1.0,1.0
136507295,248968872,6.0,0.3333333333333333
57454165,272555594,2.0,0.5
14417361,83327949,2.0,0.5
17387185,132806327,2.0,0.5
76689348,83956854,2.0,0.5
76090844,290612940,2.0,0.5
121777817,283654565,1.0,1.0
52741757,252924670,5.0,0.8
104792616,318121485,6.0,0.16666666666666666
34584730,242704893,1.0,1.0
19561580,185133340,1.0,1.0
91272450,126141551,5.0,0.8
14650820,364919777,1.0,1.0
97329466,328842848,3.0,0.3333333333333333
32145882,258505911,1.0,1.0
16921029,227987331,1.0,1.0
98590273,217795613,6.0,0.3333333333333333
44005966,26371572,1.0,1.0
131504487,127485879,3.0,0.3333333333333333
71234312,1283749,2.0,0.5
56307821,83854080,2.0,0.5
50712960,225523969,2.0,0.5
110159765,29548366,1.0,1.0
81706450,35534930,2.0,0.5
140935086,170197969,1.0,1.0
61718224,339548216,1.0,1.0
35214115,270438735,2.0,0.5
128055612,322324119,2.0,0.5
20390004,254374093,1.0,1.0
66421472,173326460,2.0,0.5
13616260,240268215,2.0,0.5
64049642,375163303,3.0,0.3333333333333333
35881288,295678356,1.0,1.0
51688276,207061105,2.0,0.5
41766996,3648290,1.0,1.0
101135647,141345746,3.0,0.3333333333333333
20357254,292313168,2.0,0.5
49829658,56294000,2.0,0.5
126155318,64271290,3.0,1.0
96356617,82965918,2.0,0.5
75536562,188472452,2.0,0.5
100871846,265024198,2.0,0.5
90414084,209246457,16.0,0.5625
