user_id,item_id,feature1,feature2
127098592,159149142,41.0,1.0
77142272,126603721,136.0,4.0
74209995,307876875,92.0,1.0
136482450,403524750,197.0,1.0
117956367,168864072,192.0,2.0
25742135,178147700,243.0,1.0
102663288,116461017,22.0,1.0
18737614,208060337,95.0,1.0
84934689,160591334,206.0,3.0
89543267,267319766,17.0,1.0
37012367,133805030,67.0,2.0
64519524,13512014,30.0,4.0
120795688,47209574,168.0,1.0
140909558,345073235,57.0,1.0
52103664,58941035,59.0,1.0
140990654,375453140,272.0,1.0
45612771,181163457,59.0,1.0
129583911,355678855,116.0,2.0
127009117,169852952,185.0,1.0
140780237,379261907,27.0,1.0
24001750,151175402,40.0,1.0
25423470,308290693,833.0,1.0
110047109,262374672,99.0,36.0
66518690,241220655,19.0,1.0
34702432,66452909,68.0,1.0
96771520,22377421,422.0,1.0
76550636,154609878,158.0,3.0
125615177,248963318,24.0,1.0
102036262,126766869,289.0,1.0
108527493,76361589,184.0,3.0
63246489,361750869,127.0,1.0
134259827,135190371,24.0,1.0
88231861,226205695,69.0,2.0
7780072,292908296,76.0,2.0
56498516,164877261,244.0,1.0
83173347,237226173,62.0,1.0
138283135,944279,201.0,1.0
58197610,286413188,20.0,1.0
103936681,64505448,75.0,2.0
82804754,391247620,32.0,1.0
141780635,360646189,34.0,1.0
101955475,98606230,693.0,1.0
57502610,58654275,152.0,9.0
81221270,368707772,91.0,1.0
55305887,253947614,280.0,1.0
71090471,121468553,2.0,2.0
89643940,113949830,45.0,2.0
122129755,314445640,127.0,2.0
97378097,55913209,17.0,1.0
74552997,319603692,148.0,4.0
33918143,287453680,13.0,2.0
92954093,118314567,49.0,1.0
112503956,393417390,281.0,1.0
85784910,343021886,76.0,4.0
90579934,365793560,354.0,1.0
138086251,329501788,27.0,2.0
120845902,43352216,43.0,2.0
59660896,173416637,175.0,1.0
116905978,220635965,109.0,1.0
83976914,244873296,412.0,1.0
106295017,323593580,62.0,3.0
60175632,78893915,301.0,2.0
68183978,261971042,34.0,1.0
123140704,386428376,318.0,1.0
91301440,19948895,80.0,6.0
44132277,340709651,64.0,3.0
12866931,94584071,89.0,2.0
121979409,349629538,56.0,6.0
54788662,266842481,25.0,2.0
134230531,288807789,124.0,2.0
98303971,230194561,78.0,3.0
115678613,6484548,9.0,1.0
106605165,333451876,30.0,1.0
139473011,237307495,33.0,2.0
37005580,330931268,10.0,1.0
18679968,45987147,26.0,1.0
104342607,151025088,23.0,1.0
134882084,73384873,173.0,1.0
17258875,172258255,581.0,1.0
138862609,12381320,68.0,2.0
88231861,215936230,69.0,1.0
25423470,8168710,833.0,2.0
41286340,5362603,196.0,1.0
119490278,184764415,87.0,1.0
18261127,43921238,465.0,1.0
90081052,238620851,510.0,1.0
7956207,393826449,71.0,6.0
9746937,310884041,53.0,1.0
55963214,334419201,222.0,1.0
142227202,377736817,79.0,1.0
18989909,46229573,82.0,1.0
19998815,296703788,294.0,1.0
37012367,152989009,67.0,2.0
8429025,180429218,20.0,1.0
48866597,135873539,56.0,1.0
23860674,151533041,14.0,1.0
134316585,168514972,80.0,2.0
20263375,282366965,180.0,1.0
61950050,327800738,226.0,2.0
8557866,178639388,122.0,1.0
99393465,67014766,19.0,1.0
17258875,275978540,581.0,1.0
115783585,289701066,212.0,1.0
15303490,8029011,43.0,1.0
122462305,306419909,200.0,1.0
60660467,132367134,3.0,1.0
112462747,205919586,109.0,1.0
66179672,37551303,19.0,3.0
13608785,110560625,146.0,8.0
45820472,321253636,183.0,2.0
68155005,360001141,122.0,1.0
56491409,343546415,37.0,1.0
44580650,74734757,90.0,1.0
79614874,336319428,507.0,1.0
25423470,228267271,833.0,2.0
14804631,123908172,34.0,1.0
113309982,68644647,44.0,2.0
81270790,174974026,42.0,1.0
117143145,157814298,35.0,1.0
23806494,286215533,33.0,1.0
136754847,326950567,62.0,3.0
20263375,390256175,180.0,1.0
89358432,49431032,78.0,1.0
11328515,77659030,20.0,1.0
141384260,366903537,1.0,1.0
29438088,175801166,105.0,2.0
58658266,383072425,15.0,1.0
45454313,300949542,122.0,2.0
36034193,47092694,30.0,2.0
62073731,173898552,308.0,2.0
8429025,64812379,20.0,1.0
107223716,134475876,8.0,1.0
43477769,130747552,2.0,1.0
16716001,129575293,115.0,4.0
72016943,348860956,284.0,2.0
9664816,332518092,35.0,1.0
89747391,67662698,37.0,2.0
76435150,244994150,40.0,3.0
22102666,325153741,11.0,1.0
84766191,222503894,23.0,1.0
23923497,219409769,16.0,1.0
124441327,325291063,81.0,1.0
104418174,178608981,24.0,1.0
1902324,362760008,318.0,2.0
30701881,38708950,163.0,1.0
96720314,308267520,31.0,1.0
47060411,391602028,81.0,2.0
23501761,60022913,409.0,2.0
107368671,242898215,66.0,1.0
12399556,56292922,425.0,4.0
3325137,275260370,107.0,1.0
91719173,264198633,124.0,1.0
61038739,208401398,36.0,4.0
131494546,48453510,81.0,1.0
132984253,56726839,233.0,5.0
91127849,20169059,289.0,1.0
18883390,98112975,141.0,1.0
59106109,390781828,15.0,3.0
74209995,235823041,92.0,3.0
39017588,126387033,45.0,1.0
47864493,231677696,157.0,1.0
85048948,94084524,99.0,1.0
59688022,375888115,290.0,1.0
12222620,6682591,20.0,1.0
20849275,339739327,31.0,1.0
95751943,369849855,53.0,1.0
39631533,116911308,136.0,1.0
28734621,71391795,21.0,1.0
75971112,168361030,119.0,2.0
68985908,157842370,403.0,2.0
45479785,35093958,18.0,1.0
19260041,143234344,84.0,6.0
107368671,95881986,66.0,1.0
140632642,309780521,73.0,1.0
140351953,379757943,6.0,1.0
13872334,338612080,100.0,1.0
50871193,64587434,142.0,5.0
57577068,203894551,124.0,1.0
122102339,341430559,143.0,3.0
41487930,31970524,253.0,1.0
47909125,302111110,542.0,1.0
16876055,134078925,191.0,1.0
33406584,224886727,844.0,2.0
92790292,36619150,175.0,1.0
22441068,94991187,60.0,1.0
132958679,249342260,40.0,14.0
130461158,218371482,840.0,3.0
19998815,112097045,294.0,1.0
71210938,216333763,19.0,2.0
110716854,101346334,34.0,1.0
8692489,209125565,73.0,1.0
90254543,61520916,324.0,1.0
142226249,112075262,243.0,1.0
78129838,313842531,78.0,2.0
49755294,197731905,39.0,7.0
44663398,300364717,65.0,1.0
33470115,341696255,172.0,1.0
95460368,235594937,23.0,1.0
134882084,338805801,173.0,2.0
95751943,384551428,53.0,6.0
55532702,318577515,135.0,1.0
79181598,264150600,321.0,3.0
90083915,88409346,231.0,2.0
93270642,293082809,83.0,2.0
26916375,273397210,40.0,1.0
30080377,108321805,1024.0,1.0
82524017,203812582,140.0,5.0
136659079,95347759,32.0,1.0
135488940,189708570,36.0,2.0
100326566,175108991,44.0,2.0
31723437,257193968,92.0,1.0
28106685,156763283,60.0,2.0
132315137,180286589,3041.0,1.0
15283261,331897743,347.0,1.0
92318081,112273853,131.0,1.0
122102339,252377295,143.0,1.0
85922732,157771581,259.0,1.0
48213081,298449622,36.0,2.0
78391784,22320397,95.0,1.0
5240052,175935141,108.0,1.0
34771223,320214058,129.0,1.0
135389236,352593943,87.0,1.0
122762182,99237129,167.0,1.0
10120410,112395357,66.0,1.0
61950050,286059806,226.0,2.0
103038630,394747121,283.0,1.0
74154402,363181850,1.0,1.0
55021707,148462074,4.0,8.0
114931013,335809822,215.0,1.0
24219008,224829052,28.0,4.0
109193357,133816316,54.0,1.0
54788662,153380013,25.0,2.0
116036613,37548448,130.0,3.0
138524216,83085719,117.0,1.0
59688022,391651672,290.0,2.0
116510616,151574570,93.0,3.0
25406015,261361368,141.0,1.0
115949891,128309405,37.0,1.0
2010204,93417934,158.0,3.0
117274933,286830911,164.0,2.0
134294014,365639918,100.0,1.0
90934700,184428418,113.0,1.0
93563618,157822387,68.0,5.0
55667626,97002477,25.0,1.0
108871998,132934351,13.0,2.0
10773940,86470357,25.0,2.0
7627409,107100313,11.0,1.0
16043768,193214274,38.0,7.0
87763849,149694186,23.0,1.0
132315137,231773090,3041.0,1.0
131570651,234402528,21.0,1.0
11177007,21559416,64.0,1.0
47780833,192605524,143.0,2.0
33940605,313491640,429.0,1.0
31222716,275557944,149.0,1.0
32541073,273382322,108.0,3.0
38915660,15839104,157.0,2.0
2086248,139876794,199.0,1.0
53797092,59881147,25.0,2.0
132233475,380814473,77.0,1.0
63977892,4271853,41.0,1.0
89885556,371615371,48.0,4.0
9664816,362208634,35.0,1.0
83367628,126759756,102.0,1.0
46485348,251222034,848.0,1.0
16860047,71176072,198.0,1.0
64076866,377807378,285.0,3.0
73407945,18300119,226.0,1.0
32497825,138228138,173.0,1.0
106329860,306672823,26.0,1.0
56498516,351669822,244.0,1.0
118140577,314041234,40.0,1.0
33770972,141189860,74.0,1.0
57074474,175813216,128.0,3.0
29036383,86582608,65.0,12.0
48197647,185911312,15.0,1.0
117396268,35269149,72.0,1.0
132144807,351793378,165.0,3.0
83893051,201461651,2.0,1.0
80458455,55207351,16.0,4.0
55963214,80701753,222.0,1.0
117765542,184020296,11.0,16.0
109476189,47806307,70.0,1.0
59541795,112760300,79.0,2.0
102182796,341408334,58.0,3.0
90251602,323706238,305.0,1.0
130739831,281042803,54.0,1.0
89003687,255902038,310.0,1.0
10773940,15405193,25.0,1.0
98942227,101407609,77.0,1.0
36442529,99731799,27.0,2.0
59474616,91286377,124.0,1.0
130902250,380927999,30.0,5.0
74261788,34042609,136.0,1.0
134243691,61892899,10.0,1.0
15910492,36073504,128.0,1.0
55532702,122860274,135.0,10.0
96786739,195726420,129.0,1.0
17628487,211897743,134.0,1.0
29927052,340828307,92.0,2.0
18282993,261043505,35.0,1.0
90579934,304939831,354.0,1.0
131187235,48707060,192.0,1.0
96079462,158959658,58.0,1.0
87351617,395351488,133.0,5.0
39939822,402615952,43.0,1.0
132315137,42196959,3041.0,1.0
93820663,236058593,70.0,1.0
15283261,399042114,347.0,1.0
6303684,16015632,109.0,1.0
111497529,41566277,26.0,1.0
102943049,394340045,49.0,2.0
85922732,291647122,259.0,1.0
140372438,381962303,29.0,1.0
127009117,159250941,185.0,1.0
38965513,48976143,150.0,6.0
16860047,193921399,198.0,1.0
13201221,374276372,136.0,1.0
123140704,124068829,318.0,1.0
49614536,59343191,65.0,1.0
52132931,28416581,156.0,11.0
53413854,176144007,114.0,1.0
119510685,280526833,76.0,1.0
17967304,41284987,154.0,2.0
18728199,398564872,194.0,1.0
49371675,116279846,69.0,1.0
26956126,56411248,8.0,1.0
84766191,250021448,23.0,1.0
97014003,155306635,11.0,1.0
61438158,119032612,3.0,1.0
86017186,93011346,132.0,3.0
20022840,369634220,16.0,3.0
2128246,384005049,128.0,1.0
74209995,87713749,92.0,1.0
72640602,24785733,54.0,3.0
20964170,50105251,46.0,2.0
107024477,241494748,223.0,1.0
142044216,257612655,153.0,1.0
61068008,366546640,10.0,1.0
133591154,163473970,38.0,1.0
138737144,60931596,757.0,1.0
91078774,312991856,144.0,1.0
103664180,184357972,7.0,3.0
63889098,197769772,33.0,1.0
76090844,355926875,332.0,2.0
108287275,237754629,502.0,3.0
121420532,381834733,198.0,1.0
115981262,4381974,20.0,1.0
129894791,112143583,106.0,1.0
69626316,197279315,52.0,1.0
107338034,283748016,28.0,1.0
12399556,177089514,425.0,1.0
100397503,160570117,250.0,1.0
6122619,397411726,3.0,1.0
122948572,83692059,14.0,1.0
58101563,12694764,285.0,1.0
73349802,161075054,41.0,1.0
6396227,62625835,122.0,1.0
66393587,144542358,454.0,1.0
99093727,314170570,23.0,3.0
113134393,43830271,25.0,4.0
15019848,310483336,258.0,4.0
34340569,395905942,28.0,1.0
74209995,32005954,92.0,1.0
97226125,38195195,33.0,1.0
138882157,303310983,101.0,1.0
114283742,87673885,233.0,1.0
109957388,310210715,154.0,1.0
100973258,55774929,30.0,2.0
28462928,138392211,10.0,2.0
54279484,388161808,89.0,1.0
78027293,272945643,196.0,5.0
84515674,176171897,74.0,5.0
87658501,156746816,633.0,1.0
91127849,252587905,289.0,1.0
90684505,8086823,83.0,2.0
68517256,376625716,48.0,2.0
63666377,337866793,105.0,1.0
81070130,246929433,147.0,1.0
142128951,4147153,175.0,1.0
55668630,78947997,111.0,2.0
13555997,262122774,53.0,1.0
97144998,8785153,174.0,1.0
118155586,89170842,24.0,1.0
121571277,45749815,105.0,1.0
34891822,87824670,29.0,2.0
39619583,126955906,216.0,3.0
105875466,279253927,264.0,1.0
73407945,364264826,226.0,1.0
18783765,112762049,171.0,1.0
37305183,196739087,171.0,1.0
117888464,396915446,87.0,1.0
17175521,334365263,25.0,1.0
36867812,321954951,9.0,1.0
51692765,265320888,90.0,1.0
95869367,85475438,108.0,2.0
76608886,300387898,6.0,1.0
8973625,236535283,443.0,1.0
87732841,252241790,341.0,1.0
130461158,180647309,840.0,1.0
20733935,33758423,17.0,1.0
126683432,171702832,16.0,1.0
87692720,280936975,35.0,1.0
939299,31185772,103.0,1.0
117327134,85856542,8.0,1.0
18737614,196630069,95.0,1.0
32203843,353118241,321.0,13.0
33940605,97031686,429.0,2.0
124286987,374387026,125.0,1.0
78328095,54020175,19.0,8.0
79690063,259401690,113.0,1.0
120329032,29123808,35.0,1.0
88504838,87273256,34.0,4.0
59241675,211627221,251.0,1.0
27662805,346411519,145.0,3.0
41993155,241743215,93.0,2.0
6437749,72203237,12.0,1.0
59688022,80086051,290.0,2.0
26678305,25946965,38.0,1.0
99411301,289032820,299.0,10.0
92871619,16463414,45.0,2.0
17377868,10773824,54.0,1.0
99693145,244219024,428.0,1.0
43580053,340500051,70.0,1.0
121853494,229232265,101.0,2.0
129894791,61997819,106.0,2.0
24254500,356283381,25.0,1.0
132233475,109111384,77.0,1.0
136478664,168630681,66.0,54.0
25742135,215044779,243.0,5.0
11328515,374111901,20.0,1.0
83262957,176569631,71.0,1.0
64712283,256116836,38.0,5.0
122462305,292158459,200.0,1.0
32109732,119711346,71.0,1.0
102211261,50687742,20.0,1.0
136882508,104410510,131.0,1.0
101955475,36453428,693.0,1.0
26731285,350645637,209.0,1.0
47909125,395519531,542.0,1.0
136659079,169146914,32.0,1.0
76146995,113339311,21.0,2.0
76825664,41081846,48.0,1.0
136600472,134397828,50.0,1.0
76398803,258995183,291.0,1.0
39691727,274706210,146.0,1.0
138161959,6488951,154.0,2.0
54159601,116903593,63.0,2.0
91380448,194493489,62.0,1.0
95103333,43593933,112.0,1.0
38016396,288645123,67.0,5.0
113309982,292173616,44.0,2.0
140747079,252876308,65.0,1.0
64379712,366688262,62.0,2.0
130743379,211727418,53.0,4.0
4374427,341896061,141.0,1.0
86056995,397619017,86.0,7.0
13955864,11122562,74.0,1.0
132315137,19039551,3041.0,1.0
96253403,69595781,141.0,8.0
89505491,332553370,194.0,1.0
59567091,385701204,186.0,1.0
116006674,134999585,19.0,2.0
64431010,166113176,110.0,1.0
25406015,64921988,141.0,1.0
71369964,303890305,75.0,1.0
101025770,77530254,51.0,1.0
65157695,222436096,102.0,1.0
132315137,136012531,3041.0,1.0
128716151,324638802,128.0,1.0
39106788,262972754,56.0,1.0
80115965,3474033,13.0,2.0
108287275,271281930,502.0,1.0
105875466,312351856,264.0,2.0
82604847,228429864,84.0,1.0
68711920,151638863,121.0,1.0
70680961,87944150,2.0,4.0
108546559,83839877,52.0,1.0
85897088,72417831,10.0,8.0
71022760,338546219,116.0,2.0
83688949,335879954,8.0,1.0
1928096,127129176,10.0,1.0
22584113,390542718,9.0,1.0
119093325,311454240,112.0,1.0
32377098,211199391,31.0,1.0
89662943,51639837,137.0,3.0
87692720,385889559,35.0,1.0
46476731,215496820,40.0,9.0
76939979,1844828,158.0,1.0
132315137,127479905,3041.0,4.0
23806494,225422872,33.0,2.0
26228110,205523472,43.0,1.0
90251602,253797120,305.0,1.0
63582274,255206820,180.0,5.0
116421782,218830231,36.0,1.0
23501761,1679192,409.0,2.0
15688979,153254318,136.0,1.0
77822835,70762074,37.0,1.0
124027686,369292893,40.0,1.0
122102339,80797215,143.0,1.0
18728199,338888432,194.0,1.0
84760261,392344091,57.0,2.0
56491409,224284583,37.0,9.0
8287368,230117617,252.0,1.0
140671079,8700292,35.0,15.0
116421782,200357785,36.0,1.0
57261890,41162958,26.0,2.0
96079462,364841251,58.0,5.0
92407592,83321046,15.0,3.0
36058886,240710031,14.0,2.0
1299235,256180090,133.0,1.0
112428019,395292689,25.0,3.0
7815258,323199065,171.0,1.0
28743854,140649993,55.0,3.0
24219008,191471458,28.0,1.0
133948296,72179061,86.0,1.0
80894940,334159870,103.0,1.0
104841708,209926933,235.0,1.0
73172497,371433757,41.0,2.0
30872855,335288604,31.0,5.0
106479107,389142209,190.0,3.0
89885556,294113265,48.0,3.0
132315137,93042027,3041.0,1.0
62336318,390393872,2188.0,1.0
121194621,335583369,99.0,2.0
48914663,279301438,3.0,1.0
133865585,106854512,14.0,1.0
35738332,387073132,67.0,1.0
117956367,391686450,192.0,1.0
98158859,12261947,30.0,1.0
47248096,168616537,821.0,2.0
138505346,222105435,148.0,1.0
39660335,141295344,67.0,1.0
117058802,229908326,342.0,2.0
138072562,167148725,139.0,1.0
84328573,318338008,226.0,2.0
30080377,130079733,1024.0,1.0
1627203,177947179,746.0,4.0
5187945,267063648,257.0,1.0
118800259,246814278,171.0,3.0
34605051,338662801,29.0,1.0
24814877,259331791,27.0,1.0
117674807,87001081,53.0,2.0
75057559,284719501,121.0,2.0
74986748,130689055,236.0,5.0
88644182,375545409,9.0,1.0
5616094,150379366,115.0,1.0
92596311,292444189,134.0,1.0
120212107,290211550,48.0,2.0
109642388,353216340,106.0,1.0
120154530,252201885,28.0,1.0
54133893,230801495,217.0,1.0
127142437,331096383,97.0,1.0
129022531,170851314,197.0,2.0
116944704,263896775,104.0,3.0
109103,124983596,482.0,1.0
20729327,17929907,10.0,1.0
5616094,217283183,115.0,1.0
90689083,159434509,135.0,1.0
56498516,191456278,244.0,1.0
90785350,361424483,21.0,7.0
2745737,98049316,147.0,3.0
101429765,242533034,63.0,1.0
10045419,77256483,60.0,1.0
88865653,183890974,21.0,1.0
31662494,314707367,104.0,1.0
15089987,338171054,152.0,1.0
130461158,395051057,840.0,1.0
138161959,263180527,154.0,1.0
94628165,150321672,98.0,1.0
85215482,206034645,58.0,1.0
59567091,222119679,186.0,1.0
73663591,81028175,80.0,1.0
61950050,374677876,226.0,1.0
131281998,267970219,81.0,1.0
130461158,149598888,840.0,1.0
17175521,121215133,25.0,1.0
48670109,202743095,82.0,2.0
107269463,156906851,66.0,4.0
70351058,131910949,145.0,3.0
991563,60012263,6.0,1.0
3160569,152188726,53.0,25.0
101955475,270939924,693.0,3.0
72940394,101950008,2.0,1.0
99693145,67468116,428.0,1.0
101461439,331636890,9.0,1.0
79913494,393366737,69.0,1.0
38181340,162313967,51.0,1.0
84766191,148284849,23.0,1.0
132315137,82026671,3041.0,1.0
66535302,222195608,32.0,2.0
84328573,336520595,226.0,1.0
79181598,136050864,321.0,1.0
23806494,200338392,33.0,4.0
133680584,133475280,36.0,1.0
132324484,257914070,148.0,1.0
59130195,277497994,63.0,1.0
30080377,297230934,1024.0,1.0
43735631,309467200,187.0,3.0
98555860,193060172,18.0,1.0
124540340,89434920,110.0,1.0
131281998,118066537,81.0,1.0
814675,167861174,34.0,1.0
99693145,214792419,428.0,5.0
138108608,78269673,25.0,1.0
122538615,390901304,36.0,2.0
95112222,231533739,271.0,1.0
46209573,287148860,9.0,9.0
69492604,197768748,68.0,1.0
88865653,370823006,21.0,2.0
5616094,380045131,115.0,2.0
91380448,3156745,62.0,1.0
57972624,394999239,82.0,1.0
86033500,235048635,180.0,1.0
1805148,3658209,12.0,1.0
