user_id,item_id,user_cartnum,item_cartnum
74986748,58323105,236.0,2.0
103929468,13719573,264.0,1.0
15412753,403223102,142.0,2.0
138161959,252631366,154.0,3.0
142368840,75544498,51.0,1.0
84080163,109090416,67.0,2.0
137955231,31841475,5.0,2.0
58553066,313281564,74.0,2.0
75648334,252029283,377.0,4.0
133922654,101645219,11.0,15.0
80894940,89503287,103.0,4.0
157097,298009491,66.0,4.0
110122107,206339536,136.0,2.0
7176156,247531180,5.0,5.0
3066501,110129546,11.0,2.0
45454313,78772637,122.0,2.0
80894940,244452363,103.0,5.0
59783294,351303747,228.0,2.0
124167000,178650233,464.0,1.0
66420329,355095199,36.0,2.0
65087297,331325273,122.0,2.0
130463595,177139,31.0,2.0
80894940,127894172,103.0,5.0
63759289,352217551,57.0,2.0
119687381,222068606,68.0,2.0
42714086,82934155,75.0,2.0
101068112,15424508,221.0,3.0
18282993,180824204,35.0,8.0
21217939,178326814,98.0,1.0
73433921,199869879,52.0,4.0
119687381,41538261,68.0,2.0
140763693,380758747,63.0,1.0
95528086,24453204,8.0,3.0
52655107,19433249,122.0,20.0
89492416,374213372,89.0,10.0
133463691,94869683,124.0,2.0
86236991,230647219,92.0,2.0
93182231,306598194,103.0,2.0
108604172,142986848,319.0,3.0
123958666,274692393,62.0,9.0
129377820,3850177,38.0,2.0
20516700,79654052,94.0,4.0
59672207,394678045,41.0,1.0
133463691,244968454,124.0,2.0
34334840,183775680,14.0,6.0
75135449,238791345,50.0,2.0
100256849,21684660,269.0,1.0
3750447,213205683,38.0,4.0
99785045,132388402,139.0,3.0
128716151,348723124,128.0,2.0
93182231,334406391,103.0,2.0
132132334,379281808,126.0,2.0
80894940,162062363,103.0,5.0
1702520,360169917,95.0,3.0
55694827,30951012,11.0,2.0
15412753,197245775,142.0,5.0
3750447,230965927,38.0,2.0
133784111,303392178,182.0,3.0
110297620,135258154,192.0,3.0
128719503,23979857,44.0,1.0
37188049,138536229,47.0,2.0
89492416,254867585,89.0,2.0
15412753,229126832,142.0,2.0
12399556,210823699,425.0,3.0
124167000,25066726,464.0,1.0
4261260,224173845,154.0,2.0
127113842,231377540,46.0,2.0
27541947,201817898,14.0,1.0
69784592,33020787,17.0,1.0
81756097,85145539,418.0,5.0
118701616,135918939,28.0,2.0
72663653,286636012,23.0,48.0
59672207,2586554,41.0,3.0
10149605,107981344,503.0,13.0
124167000,165954555,464.0,1.0
24240883,109454377,104.0,5.0
13836728,68454895,39.0,1.0
43865915,263820947,106.0,1.0
95307759,16357808,117.0,2.0
15559083,269640492,31.0,2.0
41286340,279596198,196.0,2.0
73433921,100261362,52.0,2.0
18425591,379340216,33.0,2.0
65087297,293754719,122.0,2.0
73416552,252130825,16.0,2.0
46864179,144007113,28.0,3.0
90291184,393384859,69.0,8.0
110327133,150936261,78.0,5.0
73433921,38128918,52.0,4.0
66420329,311205777,36.0,1.0
97089469,51986232,113.0,2.0
4601466,323979712,159.0,4.0
134294014,292878757,100.0,2.0
101570549,337406773,45.0,2.0
59783294,203183448,228.0,2.0
18282993,44031302,35.0,6.0
12369583,200597276,41.0,5.0
90291184,180761749,69.0,4.0
80894940,397284366,103.0,5.0
93182231,120142507,103.0,2.0
128716151,377272325,128.0,2.0
31456426,174283459,155.0,4.0
15559083,166029296,31.0,7.0
12399556,196866722,425.0,3.0
13715846,379457134,16.0,2.0
92076034,172277735,112.0,5.0
128716151,233044472,128.0,2.0
44189601,351357533,118.0,2.0
111124413,251918596,24.0,5.0
56438429,226660049,141.0,3.0
80894940,68197466,103.0,5.0
38387226,310748075,57.0,2.0
125573135,190231401,72.0,2.0
52035400,130268424,17.0,2.0
97089469,271910350,113.0,2.0
32792857,364531657,19.0,2.0
59270559,367336159,133.0,3.0
89492416,362954824,89.0,4.0
82857884,68711770,23.0,2.0
89908518,193811224,153.0,2.0
51746385,368512440,117.0,7.0
83607024,344309602,1.0,3.0
32792857,49970125,19.0,2.0
29985681,185526830,159.0,2.0
104569658,134736472,21.0,1.0
131965938,114548540,44.0,2.0
32792857,34213736,19.0,2.0
82479585,163240344,211.0,69.0
85642720,295925510,126.0,3.0
88660059,367933076,42.0,4.0
128716151,26267985,128.0,2.0
72874770,318681977,13.0,1.0
109005178,145155848,76.0,8.0
25831491,99835346,14.0,2.0
86435238,309970108,44.0,2.0
142368840,238772528,51.0,1.0
133922654,154520570,11.0,4.0
95533953,112661631,32.0,1.0
22158762,142360751,154.0,2.0
84904440,404295358,50.0,2.0
38387226,150082349,57.0,2.0
82479585,71201468,211.0,8.0
93704320,104467916,323.0,2.0
114283742,163948864,233.0,3.0
20263375,293103911,180.0,1.0
108431897,397137263,34.0,2.0
38913959,121057571,28.0,2.0
72990071,37900978,51.0,2.0
123879519,372374875,6.0,2.0
1484148,267380501,44.0,2.0
59194752,208741422,729.0,3.0
122714235,7946002,35.0,1.0
65504626,3704266,18.0,1.0
15559083,204612840,31.0,2.0
18425591,279973470,33.0,2.0
34399720,306580218,192.0,2.0
65087297,293555267,122.0,2.0
133784111,273579229,182.0,2.0
102244291,188709434,82.0,2.0
82857884,295226198,23.0,11.0
133463691,253468001,124.0,2.0
129809988,390098837,9.0,2.0
65904810,137226979,64.0,2.0
18021595,100319328,13.0,1.0
106029601,245888862,68.0,3.0
22444189,307223450,6.0,2.0
20293815,143777978,21.0,2.0
75648334,349427760,377.0,2.0
127113842,316429621,46.0,2.0
37188049,367754024,47.0,3.0
59672207,185067694,41.0,1.0
137115052,380046738,42.0,4.0
49391797,75976843,9.0,1.0
92076034,309783688,112.0,3.0
108030981,136653533,390.0,2.0
111481622,339851265,52.0,1.0
56201536,288668559,42.0,2.0
82857884,174761703,23.0,5.0
90251602,244355706,305.0,2.0
73554726,130295758,13.0,3.0
27809186,347295434,90.0,2.0
130463595,223649142,31.0,2.0
135670856,275784978,188.0,2.0
103929468,102343950,264.0,1.0
128716151,349821319,128.0,2.0
82479585,352235676,211.0,6.0
103038630,123067980,283.0,1.0
89492416,154612828,89.0,5.0
86241219,329173440,140.0,2.0
8287368,245307900,252.0,1.0
8917150,50839725,379.0,2.0
128716151,162804114,128.0,2.0
128716151,97410466,128.0,2.0
23740258,89537966,3.0,4.0
22444189,65593170,6.0,2.0
32400706,373390028,205.0,6.0
82857884,32069317,23.0,20.0
100256849,195758451,269.0,1.0
80894940,43599106,103.0,4.0
46241573,135298555,38.0,8.0
61409141,36253440,24.0,2.0
66420329,206079126,36.0,2.0
133922654,274588901,11.0,20.0
133784111,253076559,182.0,2.0
104772634,94818925,152.0,2.0
134319759,328053032,192.0,5.0
75648334,256788342,377.0,6.0
119687381,25170429,68.0,3.0
137359772,301463913,27.0,2.0
4261260,81480071,154.0,2.0
125573135,133547053,72.0,2.0
90689083,16803431,135.0,6.0
100256849,234546195,269.0,2.0
97378097,200634526,17.0,13.0
123958666,301699535,62.0,27.0
32145882,164439681,64.0,2.0
68942144,52608678,21.0,2.0
100256849,82139708,269.0,1.0
3750447,215495622,38.0,2.0
16538151,296913497,598.0,2.0
86236991,173912532,92.0,2.0
86345448,82939207,100.0,2.0
72512616,316816499,96.0,2.0
17707753,195395496,23.0,6.0
72990071,257903222,51.0,2.0
10149605,226269051,503.0,4.0
97636554,303688377,115.0,2.0
21089878,97935645,42.0,1.0
26731285,121060206,209.0,4.0
110122107,162447301,136.0,2.0
103624059,63757435,18.0,3.0
71369964,61376449,75.0,3.0
16061238,142597021,39.0,3.0
98626231,183402732,90.0,3.0
108473071,212677664,25.0,2.0
14656393,301722848,434.0,1.0
18021595,251817435,13.0,1.0
131965938,136872918,44.0,2.0
141444223,44789745,42.0,6.0
7963964,52518349,18.0,2.0
136843553,402003607,113.0,3.0
25963511,89885893,293.0,6.0
19877012,166582465,49.0,5.0
4008563,271037284,57.0,2.0
3750447,343607688,38.0,2.0
12472346,140074025,127.0,2.0
27809186,122100718,90.0,2.0
62639453,226969558,159.0,2.0
80345747,226823067,56.0,16.0
130580296,125462902,33.0,3.0
135402088,112491337,114.0,3.0
92645086,92257997,61.0,2.0
45454313,295452451,122.0,2.0
122259561,18022072,1632.0,4.0
59194752,221442516,729.0,3.0
76048990,17469043,152.0,4.0
128716151,81340498,128.0,2.0
125573135,233610346,72.0,2.0
12725240,10137075,388.0,4.0
39420666,178772396,27.0,2.0
25793236,291792696,31.0,10.0
36498662,332156033,59.0,4.0
43396238,267496651,38.0,4.0
80894940,311523030,103.0,5.0
55530513,952549,23.0,1.0
66420329,18350659,36.0,4.0
4261260,140105453,154.0,2.0
101570549,234923751,45.0,2.0
83801469,193232028,10.0,4.0
16538151,72304201,598.0,2.0
123958666,171835456,62.0,5.0
72375961,394115467,32.0,5.0
55530513,233058423,23.0,1.0
97089469,168763323,113.0,2.0
59797150,161812372,240.0,2.0
86929922,26809048,65.0,1.0
2763135,214693873,81.0,5.0
86435238,305391050,44.0,1.0
66420329,269228857,36.0,3.0
74507077,77065778,88.0,1.0
16269352,7729217,38.0,2.0
84080163,359858206,67.0,2.0
29985681,31541455,159.0,2.0
50010860,357647157,173.0,2.0
43396238,277239931,38.0,1.0
108473071,368063750,25.0,2.0
85236155,214491751,136.0,3.0
112938311,47962330,54.0,1.0
88927446,366125469,62.0,2.0
110122107,265173964,136.0,2.0
22444189,101458516,6.0,1.0
13836728,26358186,39.0,2.0
91614178,344228967,85.0,2.0
94524054,250676444,149.0,7.0
79401882,151458547,95.0,1.0
84080163,97215182,67.0,2.0
16439195,274419773,58.0,1.0
123202801,4426807,18.0,9.0
55653621,56649951,102.0,2.0
39413973,268375860,52.0,1.0
133463691,390678340,124.0,2.0
108604172,212279972,319.0,3.0
108431897,219068808,34.0,3.0
68709423,321087607,42.0,4.0
66420329,99901732,36.0,1.0
29217415,222464720,122.0,4.0
247543,127129385,39.0,2.0
18868044,162091771,7.0,1.0
86236991,29022249,92.0,2.0
139277928,63799617,80.0,4.0
15559083,151903729,31.0,2.0
137284530,168254433,41.0,3.0
128719503,30188520,44.0,4.0
37188049,286771399,47.0,4.0
84080163,270198380,67.0,2.0
84904440,373810154,50.0,12.0
42012301,260793609,50.0,8.0
80894940,110937823,103.0,5.0
45085914,236941283,18.0,6.0
80894940,342181428,103.0,5.0
25535039,112842891,31.0,3.0
89003687,319291851,310.0,5.0
38387226,97934510,57.0,2.0
1769128,372054225,258.0,6.0
9790596,116696020,6.0,4.0
29927052,232968345,92.0,2.0
91719173,31572726,124.0,2.0
93182231,276316505,103.0,2.0
115971384,31312814,328.0,1.0
119687381,27336968,68.0,2.0
3750447,321065547,38.0,2.0
80568764,287582298,3.0,2.0
82857884,110944305,23.0,10.0
137999315,149856919,27.0,2.0
2099277,41062651,232.0,2.0
1769128,60380359,258.0,2.0
46522251,380892642,100.0,2.0
125573135,53520553,72.0,2.0
88159912,174247980,58.0,4.0
124639503,238608447,55.0,2.0
90291184,162479693,69.0,4.0
3750447,386528103,38.0,3.0
17020859,355190989,35.0,2.0
84011193,241392945,91.0,2.0
75648334,203425635,377.0,2.0
10149605,319488313,503.0,6.0
69784592,290376685,17.0,2.0
82389748,54497322,96.0,2.0
75648334,43816872,377.0,2.0
3750447,375338817,38.0,2.0
75135449,70125595,50.0,2.0
108604172,366053166,319.0,5.0
90291184,198582071,69.0,13.0
108604172,337054730,319.0,2.0
50312283,361393017,61.0,1.0
3750447,279665611,38.0,2.0
91719173,164207526,124.0,2.0
21984163,342824714,9.0,9.0
42012301,351971628,50.0,9.0
124167000,344810153,464.0,1.0
123553065,110123327,23.0,3.0
132506811,369451060,10.0,4.0
110122107,395818924,136.0,2.0
72990071,140123501,51.0,2.0
89395586,267593316,8.0,8.0
103774521,239091522,187.0,1.0
84904440,404401831,50.0,4.0
74710317,252974219,83.0,2.0
110122107,258632422,136.0,2.0
45561576,290435323,39.0,4.0
15412753,252486469,142.0,2.0
4261260,264890333,154.0,2.0
84904440,12195590,50.0,5.0
136843553,348384111,113.0,2.0
50010860,167161899,173.0,3.0
63693522,245768564,71.0,4.0
139363016,207739371,40.0,2.0
13836728,74293412,39.0,2.0
57041703,9345098,117.0,2.0
82465279,310431616,25.0,5.0
45926523,227153089,185.0,3.0
20390004,22512781,7.0,1.0
74645093,199701849,90.0,3.0
16795906,259058063,85.0,2.0
85400670,121977440,150.0,5.0
120443445,371259878,170.0,2.0
106281403,50750288,17.0,2.0
10149605,398962320,503.0,6.0
103059028,310005984,70.0,2.0
87960257,365000829,40.0,2.0
60159990,176069938,173.0,3.0
12999698,220681633,31.0,6.0
131504487,401100775,28.0,3.0
51826644,98336715,119.0,2.0
120777483,190728972,380.0,3.0
22874532,171860752,33.0,2.0
1927352,401502881,183.0,2.0
138551234,317015911,87.0,4.0
100871846,28569025,170.0,2.0
111187439,249762332,26.0,2.0
37305183,108766789,171.0,1.0
90539396,262821527,10.0,12.0
134297173,184272678,70.0,2.0
100871846,234689340,170.0,2.0
103842377,220450344,175.0,6.0
59797150,401671723,240.0,2.0
116225160,6964318,57.0,4.0
17387185,8425243,26.0,2.0
117058802,292731787,342.0,2.0
100871846,370780764,170.0,2.0
32738038,402451428,23.0,3.0
44005966,259333634,53.0,2.0
96074973,33063585,49.0,3.0
90621059,138662811,84.0,2.0
14656393,216092222,434.0,2.0
120443445,274218701,170.0,1.0
128055612,222851624,90.0,2.0
1272577,149488219,2.0,1.0
65904810,62103500,64.0,7.0
51435164,349499367,88.0,3.0
118741945,173450364,56.0,2.0
4261260,251560459,154.0,2.0
50244004,228408048,32.0,2.0
132455644,36484736,45.0,2.0
10149605,306559306,503.0,2.0
120443445,377739071,170.0,2.0
79184188,401663390,40.0,3.0
97891315,246567163,31.0,1.0
87470884,200748352,59.0,2.0
20357254,180784264,107.0,2.0
99418963,211700752,21.0,2.0
57361144,358772477,44.0,1.0
20390004,119972821,7.0,2.0
16921029,153040356,14.0,1.0
16795906,179922724,85.0,2.0
132366208,118706957,233.0,1.0
110041714,270212501,269.0,4.0
107048250,337914777,94.0,6.0
110041714,351476782,269.0,4.0
97329466,336777119,76.0,2.0
81706450,154188686,28.0,2.0
84365253,277166968,147.0,1.0
131308801,67303001,49.0,8.0
50864448,377606280,158.0,2.0
138843810,348860341,164.0,2.0
16921029,36995397,14.0,1.0
13861417,62019556,38.0,3.0
35214115,383155779,20.0,2.0
116568644,372295569,37.0,3.0
131663025,105965031,10.0,5.0
97891315,242285628,31.0,2.0
8785103,350972215,14.0,1.0
1820303,324638354,12.0,1.0
6596569,91372822,137.0,2.0
132455644,78684003,45.0,21.0
138843810,213887341,164.0,2.0
63973702,78722566,102.0,3.0
61644490,68128031,170.0,2.0
59797150,30979874,240.0,2.0
52951149,17261009,30.0,2.0
131962004,119952319,45.0,9.0
81706450,79525607,28.0,2.0
120443445,350298952,170.0,1.0
16921029,6466263,14.0,1.0
100871846,190482578,170.0,2.0
92593147,248111099,10.0,7.0
44005966,238226392,53.0,1.0
37217199,37362762,45.0,1.0
95720451,64137126,69.0,4.0
84934689,239361100,206.0,3.0
125444720,207644540,10.0,3.0
51746385,181210247,117.0,2.0
127896334,361525697,96.0,9.0
50157444,48057163,4.0,1.0
112470845,207540320,52.0,1.0
94234508,262224854,22.0,2.0
85400670,49125853,150.0,7.0
11171971,313976060,17.0,15.0
81706450,305943124,28.0,2.0
120443445,352705251,170.0,1.0
30701881,98658458,163.0,3.0
137538791,25788414,11.0,1.0
98626231,58975731,90.0,2.0
81706450,66978970,28.0,2.0
51746385,224032764,117.0,2.0
13861417,290084734,38.0,2.0
64049642,188468028,81.0,3.0
91540968,120500548,45.0,4.0
137531842,83246315,75.0,2.0
49379129,318127513,6.0,16.0
112503956,268028612,281.0,2.0
13201221,208063949,136.0,3.0
140935086,166160578,39.0,2.0
45926523,242448426,185.0,8.0
2641662,49823562,207.0,2.0
19561580,52481693,141.0,1.0
36445695,359369392,60.0,1.0
110159765,343035454,97.0,1.0
16921029,35969349,14.0,1.0
29881921,324462653,168.0,2.0
36693327,335192774,31.0,4.0
120443445,122100312,170.0,2.0
50159699,139767779,141.0,2.0
60826253,269277513,24.0,2.0
50244004,247652996,32.0,2.0
42716226,319707593,147.0,2.0
38140070,175605772,23.0,2.0
67370035,87742613,60.0,3.0
50712960,291796687,292.0,11.0
29943812,213480813,3.0,1.0
7572838,291518420,22.0,16.0
53027238,196545417,25.0,10.0
79184188,19959658,40.0,4.0
81525436,377807287,16.0,1.0
79184188,372603428,40.0,5.0
36713639,251274739,42.0,2.0
65430299,251372003,270.0,2.0
136091846,273661185,181.0,22.0
50864448,45380950,158.0,2.0
110041714,197877682,269.0,4.0
75500533,148221530,30.0,12.0
96497399,254185136,83.0,2.0
116601750,74178199,51.0,1.0
102695192,383869547,39.0,6.0
121777817,181832870,110.0,1.0
124116992,354199331,42.0,4.0
85604732,396003427,37.0,2.0
116568644,138547511,37.0,2.0
25040442,401135971,57.0,5.0
23818334,310748408,32.0,7.0
140990654,181493984,272.0,5.0
17286111,2295372,26.0,2.0
110041714,34560305,269.0,11.0
21491689,281982878,29.0,3.0
96497399,392924552,83.0,2.0
90621059,41172717,84.0,3.0
41599972,122054840,108.0,3.0
110041714,287365298,269.0,4.0
10149605,73456390,503.0,3.0
141791496,190839690,22.0,1.0
118986002,67048569,54.0,2.0
46405869,17059419,55.0,2.0
65904810,378477091,64.0,1.0
16921029,357739116,14.0,1.0
16921029,354919052,14.0,1.0
64049642,395915167,81.0,4.0
35214115,257070384,20.0,2.0
43931030,272002042,65.0,1.0
13608785,257825146,146.0,4.0
110159765,242254619,97.0,1.0
110041714,216147171,269.0,3.0
95398123,186677200,83.0,4.0
48885147,361222937,52.0,19.0
27973180,308243583,17.0,1.0
11561834,77290626,62.0,2.0
121000384,8397788,135.0,2.0
16795906,109252561,85.0,2.0
116568644,157227154,37.0,2.0
1364464,124355613,4.0,2.0
50418349,339541119,296.0,2.0
33445386,253345206,318.0,3.0
110159765,255670931,97.0,1.0
133442561,249939420,94.0,3.0
51688276,270287981,38.0,1.0
37217199,257327015,45.0,1.0
128521627,385550874,62.0,2.0
127116214,73058967,44.0,2.0
42109144,388092169,173.0,1.0
15019848,128645784,258.0,2.0
4053567,358705744,56.0,2.0
138551234,293437685,87.0,6.0
16921029,322544305,14.0,1.0
76253881,70574081,18.0,2.0
10149605,332969426,503.0,2.0
24240883,364330850,104.0,3.0
132455644,269740245,45.0,2.0
54704248,184695448,25.0,2.0
96497399,21568839,83.0,2.0
100871846,217349883,170.0,4.0
50418349,283011194,296.0,2.0
92593147,251878348,10.0,2.0
16851866,149880244,13.0,11.0
75536562,20615297,69.0,2.0
87470884,221165674,59.0,2.0
118770004,87561770,80.0,3.0
63582274,24721825,180.0,4.0
133866163,55121506,50.0,10.0
71201867,215287276,40.0,3.0
7572838,173060333,22.0,2.0
138551234,192371939,87.0,2.0
89383339,239526188,176.0,2.0
17286111,349150093,26.0,3.0
91272450,326257768,153.0,2.0
10149605,76545364,503.0,5.0
125040946,48267257,30.0,2.0
120443445,158058942,170.0,1.0
132455644,23328105,45.0,2.0
60079613,398339133,193.0,3.0
39413973,152185354,52.0,2.0
35927774,59873116,10.0,7.0
80216957,307183235,8.0,5.0
104884471,313156888,48.0,3.0
138551234,276166963,87.0,3.0
70107226,33352365,44.0,2.0
5424550,80149251,19.0,2.0
132455644,37116543,45.0,4.0
47143734,162213206,8.0,3.0
78529474,2874749,57.0,3.0
139019375,7053875,38.0,3.0
140721903,328959238,81.0,2.0
44189601,115318575,118.0,2.0
132366208,95615200,233.0,1.0
103995388,368754051,14.0,2.0
77204533,358400214,27.0,14.0
112420330,10394186,3.0,2.0
16538151,275320686,598.0,3.0
81706450,288049480,28.0,2.0
85363944,250391617,180.0,5.0
104803851,374586096,24.0,2.0
116568644,6417325,37.0,2.0
27973180,272208543,17.0,1.0
98756772,119654282,28.0,2.0
131504487,92627529,28.0,2.0
118213394,918226,5.0,3.0
132019582,237747082,68.0,4.0
50690481,390814222,61.0,4.0
100871846,188167895,170.0,2.0
20390004,359545445,7.0,1.0
75500533,107869804,30.0,2.0
140935086,161195627,39.0,1.0
136507295,248968872,98.0,6.0
57454165,272555594,92.0,2.0
14417361,83327949,23.0,2.0
17387185,132806327,26.0,2.0
76689348,83956854,19.0,2.0
76090844,290612940,332.0,2.0
121777817,283654565,110.0,1.0
52741757,252924670,132.0,5.0
104792616,318121485,251.0,6.0
34584730,242704893,111.0,1.0
19561580,185133340,141.0,1.0
91272450,126141551,153.0,5.0
14650820,364919777,34.0,1.0
97329466,328842848,76.0,3.0
32145882,258505911,64.0,1.0
16921029,227987331,14.0,1.0
98590273,217795613,61.0,6.0
44005966,26371572,53.0,1.0
131504487,127485879,28.0,3.0
71234312,1283749,30.0,2.0
56307821,83854080,33.0,2.0
50712960,225523969,292.0,2.0
110159765,29548366,97.0,1.0
81706450,35534930,28.0,2.0
140935086,170197969,39.0,1.0
61718224,339548216,5.0,1.0
35214115,270438735,20.0,2.0
128055612,322324119,90.0,2.0
20390004,254374093,7.0,1.0
66421472,173326460,198.0,2.0
13616260,240268215,154.0,2.0
64049642,375163303,81.0,3.0
35881288,295678356,115.0,1.0
51688276,207061105,38.0,2.0
41766996,3648290,21.0,1.0
101135647,141345746,22.0,3.0
20357254,292313168,107.0,2.0
49829658,56294000,67.0,2.0
126155318,64271290,30.0,3.0
96356617,82965918,87.0,2.0
75536562,188472452,69.0,2.0
100871846,265024198,170.0,2.0
90414084,209246457,152.0,16.0
31736649,139071760,16.0,3.0
40711894,32408071,322.0,3.0
55889877,218714009,95.0,2.0
107048250,81499704,94.0,3.0
32738038,59568179,23.0,3.0
35503028,330247492,54.0,1.0
27973180,4265278,17.0,1.0
25535039,55509953,31.0,2.0
90892502,116198352,50.0,4.0
100871846,88888724,170.0,4.0
21491689,122507427,29.0,2.0
37449739,28422608,48.0,4.0
138008005,278690793,57.0,1.0
45454313,13195821,122.0,2.0
79184188,312256358,40.0,20.0
60159990,89891751,173.0,3.0
122462305,186319144,200.0,11.0
122714235,103160281,35.0,5.0
108049615,381811473,62.0,2.0
19716129,124298304,133.0,3.0
50639608,187493518,20.0,2.0
14650820,175914487,34.0,2.0
43931030,401208841,65.0,1.0
69819243,328603311,21.0,1.0
116510616,131467104,93.0,2.0
10149605,159393846,503.0,4.0
136507295,68782247,98.0,10.0
117262198,168860408,18.0,2.0
81706450,250140769,28.0,2.0
55889877,375687398,95.0,1.0
132455644,63985122,45.0,2.0
19089759,302018797,121.0,4.0
100871846,120115059,170.0,4.0
56491409,217972362,37.0,2.0
81706450,232656537,28.0,2.0
115374204,69891432,40.0,2.0
85784910,194369477,76.0,2.0
120443445,10685720,170.0,2.0
89545247,330097720,46.0,2.0
50244004,188820398,32.0,2.0
122459019,329879778,11.0,2.0
10149605,217434463,503.0,3.0
79184188,280564573,40.0,2.0
79614874,289058334,507.0,6.0
63973702,95598104,102.0,4.0
