user_id,item_id
84328573,318338008
1627203,177947179
118800259,246814278
117674807,87001081
75057559,284719501
120212107,290211550
116944704,263896775
90785350,361424483
48670109,202743095
107269463,156906851
70351058,131910949
101955475,270939924
99693145,67468116
66535302,222195608
23806494,200338392
43735631,309467200
122538615,390901304
95112222,231533739
46209573,287148860
88865653,370823006
5616094,380045131
112487640,49575315
87948577,147946062
22125304,40350160
88999753,317414966
117957849,110073019
117888464,15423875
59194752,85220123
87104389,355254483
17258875,155953854
31597340,98853594
37271419,61892500
118800259,399166671
69246472,79986748
82216798,313252079
71085945,51400948
101385972,250334180
11583731,105979629
46610519,239132985
94057453,350126212
124167000,128743176
136606000,357928871
140070019,236905133
9746937,397079946
35948167,63953764
126992775,61514367
96183219,234683968
95751943,241828181
121925800,189046541
1627203,250852581
95839581,272920848
21447166,109395363
72016943,300828805
130461158,351230403
128781332,328969506
89885556,334978133
142204924,211015006
120443445,321094561
71051585,257937993
29433147,356405485
128781332,219570012
74760356,77252154
7033860,342041385
99693145,50051610
115374435,203536603
60112819,402673278
10773940,7566330
139264243,243873015
103929468,345363477
85614421,8763481
77815658,98049316
55193222,338770745
86056995,280849052
65160969,280582080
41017565,74711239
8886191,401531006
13836813,32013839
33984927,51140156
142265405,295773920
48470191,208789825
12567456,247637090
29472913,144392293
33445386,35899532
91127849,171535311
27428904,359255893
99199943,363575561
38915660,174227774
18527757,273885389
118648150,105578168
133178328,217143280
138559145,308629323
47606728,203528936
132634718,4119912
101406137,26751048
130739831,333394498
13758285,4185397
99693145,402450980
102020621,345071753
27686709,261388196
65822835,146177511
87348753,375953084
25406015,324224148
117970006,224303833
34187941,218297047
95411085,328167704
90684505,230290878
6884739,144501859
23165095,37131101
132323147,202685955
39324037,252321354
124167000,206495916
121853494,210301136
108546559,75198225
78064816,79353582
81756097,262613723
99228290,157969728
90251602,216890547
35284607,284370484
11845036,304514263
110893699,219558219
117184380,5260005
78779010,79622928
100674178,137255191
77845023,363721035
139922556,312931540
131494546,345165768
33213066,27347639
37305183,89481630
53008070,166331074
101955475,236587629
1963813,316611968
115368454,15121249
104568145,196697066
34605051,189379177
104560325,116543759
6596569,160881258
103796501,360466596
6071666,161163901
51059755,158622139
132401615,270734786
40555711,138263529
53076643,38409676
31943943,42246246
120752720,35344913
101955475,192890327
61950050,369863302
77918889,375314832
92241160,77986179
132315137,323539414
10055304,321410345
16860047,105615917
103332966,238522470
113309982,104491911
44138845,42522880
96079462,261099470
121516655,182083258
74209995,149041049
44132277,192383555
107368671,70248280
128476994,114608058
79057120,219736836
32873164,260017934
121550598,332039759
67177972,320652802
140070019,392117767
89430548,55116098
132315137,211504140
82115619,7048534
87810699,222581225
17377868,298581230
103332966,28740279
129646723,165433364
54204970,79587404
132984253,358422938
54200331,110246539
114273462,295850580
62073731,73605436
16716001,384269619
5481789,90227628
17258875,237785376
115368454,369168828
40122764,353905198
101955475,81939448
20896769,75574246
79690063,46909878
66421472,231247195
140990654,133672921
21468446,218962809
120059346,238893592
37338448,178693415
101955475,200556733
141630935,19202170
13056340,90114780
62336318,139286065
59241675,197201289
2887948,44834325
87658501,369085997
101955475,224654843
94896879,322582756
124167000,297254660
10029139,74913106
95103333,356199388
101955475,122676413
79046175,77766626
15040272,292982990
98750356,126568315
140990654,403249509
21824858,328522078
16687895,80699367
139592313,37669163
135846824,39193597
10763222,399630014
100772562,388698208
107009989,68905081
91424888,126925280
112148363,106779946
59688022,173000308
131743040,404470068
46179048,216777295
70500246,193559888
33770972,49259845
64519524,396287111
29705032,351545300
4710740,56745236
53076643,214815881
90251602,157363833
17258875,234565747
65080988,178479076
127437161,400553363
114845984,251842342
17258875,127132882
73407945,99905617
81611585,327988168
84032741,361506512
40222003,227980240
109002193,361993020
101770415,59259542
65430876,378425794
95685017,199564343
71190731,177398220
97615128,387370330
6884739,323460603
88999753,299517363
137948981,68190294
16716001,333866800
142044216,124662282
61950050,272420591
131433918,217781058
122382368,116697330
123575075,155058376
16096940,162468933
40551843,25769812
101955475,380677634
115368454,211907276
91127849,74372294
17175521,241518363
13758285,13840771
17175521,371830349
75057559,352681558
18102472,51074634
134483932,256586800
66367361,82110280
133442561,176609881
17258875,290412206
103266000,386846301
115867575,268816045
10187137,376782249
101955475,302481349
15688979,221688028
91123846,362012128
3191339,200655534
126669454,53032797
91127849,72446898
88287026,244962601
67898761,379923086
21217939,97896097
83893051,9938189
45116925,140465625
57074474,399986199
33359405,362972875
86531384,389385800
21217939,362704003
101955475,262460481
68352416,45824473
128521783,49828279
75131016,13400712
55212549,141080598
59286093,90922875
142128942,167912696
91087067,254131080
125311481,384564358
127654834,29077681
99693145,35913671
101955475,86679261
57899010,151574570
111786935,255174423
124686576,141322580
17258875,243862344
122818954,24527220
23806494,316946585
26381102,321902159
12027609,126715254
87658501,271987148
45820472,177798915
55193222,142805973
106083110,32396656
43600529,179457834
28806122,306577024
102825286,118613047
55639966,383835605
113970599,22207087
47606728,239721480
95302244,241291577
90081052,134647987
76398803,341751875
48023394,34870368
131281998,143535980
26023454,162998075
45714300,381996786
128781332,73562644
56438429,121858107
77044248,335211669
30107666,114489602
15709274,88188871
62969316,196303349
7815258,317191119
99693145,50201741
103464835,190727144
134294014,314911980
47410940,133063975
83121238,138291036
90047532,236419972
103274179,223623862
140990654,284938416
10815578,251568549
66393587,390005922
124167000,348429631
117044327,278681008
72802416,540236
116232438,170474330
55507721,9847125
99693145,120462908
55639966,30833758
84420056,53748698
87617928,300452322
102504471,388888417
32541073,205662952
76786143,93114827
138737144,54180985
127753099,84220194
50206606,262413892
107471288,215585189
57966099,139802228
31149633,293688499
87349767,357233581
52895501,55276599
47909125,85504337
94832770,176197063
92954093,61704456
69626316,146417577
17258875,234474997
60248227,164139437
15303490,72517868
18396338,203181615
139997649,155181245
8973625,357675887
132984253,336583223
103523811,278222188
6884739,342815428
132315137,100266772
8973625,310556217
68193194,178214056
65488357,191453792
11277922,134078979
29927052,256511826
85390900,181578965
88231861,252469652
105875466,110641813
34771223,132201947
106383829,193373868
101955475,261194350
58122881,208419525
96786739,65352950
117554302,397122282
101955475,363324661
16710779,161998451
90081052,34659367
122827676,287193037
100354400,191584260
37338448,161983629
16716001,71399626
75971112,201267165
93200747,41993273
16851866,186677034
79557421,40794073
101955475,131940606
102744952,372888765
53076643,218669959
116730636,313361015
48849510,301417022
134316585,181437728
17258875,184087066
11675940,84691592
123829617,261902407
28831493,319671803
429994,300659355
115607947,26584950
138292074,64553016
69492604,375477767
7815258,273638147
107174628,312225480
47248096,269676791
114726739,176419528
6884739,273129757
99199943,15059537
111763897,202632967
75808886,234064987
33739860,166980795
98876203,109214027
18544913,109791625
101955475,343802770
101955475,289843330
110849747,365094465
76786143,229643029
122430841,328582828
8388321,34396543
23806494,131039091
17258875,343380055
67177972,352406977
50943011,253667993
25756303,227436563
120977495,51321475
56438429,351921477
40711894,207603873
37711820,233216044
98303971,366082469
39324037,178999607
15303490,141882488
22717128,262371473
122740449,32092715
27707442,274391344
39526193,165982255
67084664,91140079
26649410,150268770
10746592,131439585
41993155,258159829
90251602,9381052
17258875,249592828
101955475,246350231
92954093,79627364
45133531,204709306
63902611,62615314
29400029,366155314
86107124,19973559
99693145,330610281
111786935,397979398
121357428,99829829
66393587,154696185
104577182,368582451
96672008,318799331
15040272,55288128
101955475,28423787
78655643,264571192
142044216,308208061
132989425,32034715
66393587,350441578
102104634,84518250
9664816,2724883
132315137,225222637
103332966,107403105
132315137,274915416
33406584,211240615
113309982,272625390
82734120,94524143
4573013,253642353
117044327,34481898
66393587,60719194
23806494,258436408
55667626,316469302
41599972,264536828
16860047,22544877
501286,263307943
117112100,393125138
87694042,87404155
35619826,375284905
120725407,215893301
140990654,368678333
20210717,196786375
88999753,171668869
111886693,24956394
110370435,280723455
107368671,349000290
139401388,308744714
135460068,268483080
62370992,204218641
24045086,313953093
52103664,177842912
83399121,149890869
83584406,218018166
108885915,121162572
21824858,31950218
125311481,76542271
135293101,240905968
11706685,203516323
74261788,403904972
132315137,84756835
62585395,294433296
86531384,132913736
2616976,399907142
113395983,137163700
89908518,309378412
13056340,65752490
26649410,278223428
18731849,392400232
133948296,83561267
58423360,383590273
128580091,65158727
73066957,299425623
142048623,297374322
29217415,125713684
61950050,207588058
2764328,94063209
87763849,15740941
79302874,308208061
4088842,4312842
22626502,390837023
89908518,237135337
90579934,141990176
103957530,260252992
125819717,116241461
45454313,257928273
104376846,261769359
33685148,71647335
64519524,305709382
105999943,139837963
90081052,340116153
132984253,178098326
97615128,157775944
47909125,228706639
124510488,121420228
56790163,395013293
46344003,73082611
60248227,187194594
74847706,14051787
98942227,53378791
15040272,272302654
56205838,138444523
15019848,384221929
15688979,371938651
90081052,162693779
72640602,144399664
81756097,125893409
132315137,333384931
75808886,359432111
87385056,115851340
138862609,316294651
136659079,16451803
57330963,303135217
38839327,68294764
95103333,257587565
45454313,370326758
124832591,75543484
130497963,253263077
40142355,33828590
101955475,148511555
142044216,341919417
81070130,92829450
127437161,82837820
8917150,381809069
91127849,346273892
47106355,146179129
45733404,227401297
12228804,342504463
132694468,186272040
78129838,95322113
134294014,375385625
43468469,137232481
134556226,147760157
64076866,25644730
99421976,340214943
124167000,205445721
12060279,132972865
108594053,9763004
81611585,157591690
57815793,99767157
89505491,184229863
66421472,212944514
135289457,178479076
99228290,387361501
125227357,198927584
2754832,277988709
88865653,17749452
12027609,158035338
98303971,79188049
87658501,232084613
847362,393826449
3263428,188469276
50651876,325803010
96771520,39890445
86531384,356786481
118800259,331520097
33196407,174055670
132509354,333241165
39691727,131785840
137525444,188977409
136591948,236469379
142044216,172078367
128289511,127869736
77687300,76934590
109957388,237901733
89719120,80304637
39848859,320063988
15000678,176053526
38973173,274889593
88999753,140294075
57105532,224694087
25765258,201668654
120777483,286339781
110258310,13490949
98358940,16141462
44247352,335924284
20947444,307207500
60419145,56338338
60175632,224429716
101955475,243853868
110043519,129188465
8445368,42041806
4576609,267380377
139749655,328293455
127009117,110102626
56840376,19244471
40222003,193593945
37338448,300264687
126665202,215132897
21562611,118229769
135124427,95748069
37305183,87948263
87658501,78517761
39691727,159906622
101955475,159686200
63875626,227692868
104117045,241321613
103336492,383509876
20097010,69122351
107966330,40367841
20597490,102246208
116944704,351339729
107471288,219701060
77929949,123695959
129072827,168277029
95720451,167531872
53413854,242417572
118800259,167995945
131719920,30145443
568881,372831207
113922474,63609331
101142385,131892611
86017186,384347622
20847463,286541547
99693145,61409266
69151720,32582847
18261127,66235728
108527493,101321227
136294636,249273667
137179190,197320108
98199141,278589033
83173347,239239228
114008857,255599601
34702432,112087841
84766191,200096188
99781237,231212295
17258875,114823411
110137127,257508209
131743040,32977653
101955475,191953682
132315137,349466642
103929468,2407320
94066042,130086787
18783765,124117443
71190731,223897065
87351617,239400765
21217939,267659164
135015170,139240028
37420600,164184837
135389236,282233618
105875466,383800793
70049770,246069875
57532744,116739042
93270642,143135462
60175632,32112008
43072618,286202737
74248390,94134758
45820472,129512398
32958231,334196900
45514873,327614985
127654834,160836812
18883390,23821935
134882084,143643221
90820786,389539590
89908518,239444307
79614874,211120211
48385571,4251535
142428066,153271486
74209995,261138233
117674807,29881986
76786143,74163786
21115351,209798140
45514873,337915488
66393587,125910643
69550262,68335894
102833698,154455898
61975328,74408171
21217939,3320938
97019627,28333036
5485673,7183548
47909125,267546462
90579934,73592218
86976144,183437107
102414182,19822546
19318050,369510792
124286987,386470447
88999753,256076502
137284530,43646093
79266183,181293525
16710779,212850261
132694468,316119331
66393587,334848496
60175632,77412040
68516560,358400214
124633651,362971276
120159915,331982264
59688022,371306397
107269463,259587613
77822835,49598298
15040272,379741875
125040946,28896747
18658765,399310065
121925800,15222344
134473908,19709962
33470115,366827093
59660896,164203550
71636940,293939806
42085231,301913844
117718025,308812636
38016396,198560926
21217939,33856274
107863206,48286311
69037610,289445068
95386873,48918952
132958679,345336780
73882215,371273853
23806494,98278531
61950050,402582504
113443146,3921077
98712364,200081016
75057559,305434017
66502949,184463785
110434555,330838246
28806122,339053052
60539627,287948361
17258875,379975276
130461158,185966357
99785045,9094599
107802336,157965054
115159934,297551704
141528571,88161220
59813038,252060540
54598175,268079947
86369786,55124325
88999753,8658848
14804631,354797414
110437472,164036649
128716151,358795083
88679022,247179671
79788089,70242848
29433147,179056644
86507870,147748230
97019627,174000534
18261127,208048452
16096940,322867755
90081052,387639323
33406584,262706080
92954093,18963151
71051585,390672349
14417361,336173156
92543332,192431412
101429765,31536087
65080988,167093986
8973625,221603163
20847463,186150635
18956456,50684124
105923210,65724206
15554387,156307280
82945911,154762973
126665202,151764297
96788069,226719295
53779445,337901815
116632562,251529811
40711894,64165301
52655107,285533673
67202688,158461189
23376907,228410096
40711894,286173066
103332966,383994566
50943011,108686738
79614874,387417323
81150551,400974623
107733498,103796052
89006471,320284621
134882084,209121749
35881288,344476319
90251602,118731520
56485225,150009136
73053288,257537037
88999753,80136172
101955475,308348825
35941637,403769293
45612771,383996155
99781237,89595174
90251602,322322792
102036262,164486681
141263225,317486967
96882763,36460899
44037373,216487487
130463595,49492065
142044216,387760731
23376907,360951916
132315137,146767564
45733404,202060937
45756119,53008650
91127849,156708587
94542574,326271489
126992775,220344387
102825286,149472585
132144807,44766069
6396227,287057703
126192461,394481663
46010609,292260795
39949863,224526698
109694257,280537624
103464835,169703502
25678919,139684869
102504471,94322969
9573620,42947064
95448497,120234535
90579934,321736684
140990654,130158399
109103,360119392
103482353,73383417
44443335,203956785
137234632,181005837
56823277,168359664
87658501,188110769
138737144,9385515
87658501,338367393
116324656,389318393
31861871,360956510
14419615,19580805
114845984,228190626
50684235,290976387
60112819,305318314
87617928,312087619
123404554,297537141
25756303,142407833
33406584,58332417
130461158,168618945
99693145,218631334
132315137,205944686
90402638,166976252
123191883,389650936
79557421,297396492
91241437,387312416
8716998,97661494
98965052,231778950
108676682,186361087
6596569,263980470
90251602,182065552
90024783,42010239
24045086,184831890
56735134,332092697
126398497,252796831
88980512,140983620
90251602,252919841
17258875,116524225
82259162,234373142
52525317,370521041
121420532,238181198
101734993,241505334
101955475,354778050
39017588,387880667
59660896,258822241
13836813,70458337
77252588,242939084
107733498,211790268
128861137,364548901
6590050,188200766
79788089,22313969
89831528,181810570
3263428,227363136
26622553,144719331
108527493,370212445
60175632,181608743
17258875,307978942
138867091,205258253
36330239,263193505
95112222,337086097
7815258,106111753
17258875,33810698
9268397,391215900
120845902,205674535
118330286,206948857
64454947,310945371
47035700,212736228
98199141,192855929
87658501,82378673
138161959,384474014
74209995,12681369
108623128,345970398
42580387,54978930
91301440,293461069
76548540,390841570
23806494,279837158
71636940,391449975
74645093,240902755
50651876,316089898
62772711,153270238
125615177,364219224
88865653,372785706
118352761,92046727
116768804,47835594
75824701,9507773
117785317,172202227
17258875,13587859
74209995,378658748
130739831,340606097
130461158,120703088
68382361,115703994
80332039,58969135
81143356,379180297
137031066,28293363
31368231,259912382
94832770,305485267
16860047,266847767
35254146,181731805
71985206,276819510
25756303,391902865
45612771,125234926
51666038,358123428
90083915,192733497
57033180,168340509
103523811,264888034
55639966,125469233
95869367,58030746
17258875,284374185
33406584,113481148
137531842,157724850
121777817,132117273
95244312,256031941
90251602,203391256
99693145,360336989
106679589,296981833
83767777,226190705
129235708,88322370
37563035,165387371
12060279,252371013
87088035,156289525
109002193,173103796
95751943,228092957
107301929,293313803
101955475,169769257
20964170,375737805
90251602,282141430
132315137,271167939
103936681,37546073
5694160,136795227
65087297,355128098
124027686,286927278
55685159,366740860
88927446,232307934
20446750,379301541
7956207,221038172
9268980,399158500
136754847,341298809
112503956,83153101
40551843,329752083
142044216,26350606
30080377,292285738
45820472,168710295
115867575,252060540
90621059,53285530
135488940,33151372
142044216,380041600
121511157,117450772
48505064,131026055
128476994,344734417
17258875,35426916
36287818,297374322
72640602,138158258
88865653,216487487
107034437,372247370
86531384,100175089
87259267,320949425
101955475,259615210
81890271,203064992
54276328,304380875
79690063,68739682
17967304,96576369
90579934,304631886
119938369,202970439
87658501,356433747
87658501,11542191
111497529,18814024
84248215,146879243
67893893,209002988
140990654,198691430
129680783,56044590
45514873,126540895
130739831,262141272
81270790,150272713
27554753,21098948
89417510,330630717
95244312,310802009
122721008,186545282
5481789,173169461
1376538,233004231
43923104,6313043
16896741,24365477
95751943,299014922
44221621,188828970
60931106,271843678
100256849,376305746
99411301,49263486
96672008,186361087
101770415,198121665
95535997,304084137
44443335,396581140
123001606,215980463
74645093,55343726
76777269,334627141
109957388,254912014
101955475,233468557
132984253,268844861
14419615,245031582
76419160,4088557
134479240,384630550
114556011,160751529
120443445,379033649
132763181,103616862
8973625,297278730
121262971,320401004
60894054,48879796
77503143,87755327
18379814,326257303
49338328,293905350
109639192,131386249
105875466,205946645
140763693,204793661
54200331,197861335
64784548,260189405
3160569,301568239
104568145,155465512
72767439,390567817
87348753,181798151
96672008,377778136
84536063,352278892
18261127,260866202
6396227,355889255
65157695,252865029
77815658,266109974
49755294,162504573
16043768,365906603
135981623,93474614
101734993,399151989
86929922,238604492
76398803,368399605
65831756,246673422
107211105,245587353
20210717,360786807
135038694,80929650
111665868,254322461
129873757,96222112
139738941,228250547
122663988,375953084
114845984,219912886
36442529,136850717
120604262,356533433
121948387,126290371
88999753,193015704
138254559,173223194
40330673,230313786
110893699,316331489
116632562,173765300
89885556,268997788
10763222,386554475
13817717,38843317
121641264,298581230
119536261,71748235
15538158,117817631
95386873,67842254
98036210,60719666
91241437,166673930
120329032,363565836
69246472,91175938
92871619,158187570
33217959,189978274
742065,381670065
106488619,53573125
132315137,167573038
60175632,51878189
67334365,75588749
74209995,106098921
73066957,345970398
99693145,313584378
138072562,32308372
11683605,400498135
76939979,31708441
81542356,399458022
117517120,93198981
27906720,248605650
35254146,31216987
132315137,271050911
99411301,346427534
38016396,9799069
61950050,88772851
117674807,283821171
75648334,374179303
33217959,55261871
102036262,273162800
24644686,310075094
117916111,264081343
129976591,221012918
140909558,389579056
118800259,279297633
30868346,249135628
65105058,37834513
82335494,337048906
11066851,20643184
32541073,118635499
5485673,197297815
26622553,148862831
80030948,275960612
74552997,99324523
130497963,389533088
101955475,179264536
64519524,396643897
67898761,8112120
40330673,326612668
96253403,239019806
129295057,10106182
82644746,7768738
99693145,179393336
85296442,105401449
56219570,267825453
1627203,46428418
92386613,132284748
101955475,110731225
10624647,369546335
29374939,129289275
134450458,74428926
39961041,745987
114368942,239400337
42599112,256774497
117058802,170237639
69799403,372294944
120977495,180247457
40222003,122129807
61950050,149991452
59660782,188601568
59194752,200915903
117517120,173193109
24729502,363729387
136843553,116243582
47035700,249443006
95302244,316940393
45914095,236972367
23806494,67644826
44037373,266672724
45714300,347203251
118800259,136030675
10624647,189655922
24792310,296130383
48849510,195827918
62969316,358364989
90251602,137990029
50010860,36046242
83094299,129326662
101955475,62895218
103253059,267019825
17258875,93226290
136478664,253437840
89505491,31536087
113281261,17690295
81924521,309876467
31723437,389601330
73966521,259905450
3191339,165346353
37950224,127998623
130461158,235640309
36142170,293574525
27515203,401327658
136659079,203026544
127479589,122913716
36445695,312585021
36058886,27679262
114283742,131638136
111497529,369233289
17007443,404199035
59270559,365746412
90251602,152395604
60175632,277722846
124540340,368417095
45384478,391983409
19998815,337759865
25963511,241441403
80308823,212539070
45514873,318131501
122388121,114446500
127437161,261902407
99228290,56969369
115590327,55067726
104356019,358333462
96771520,98715813
87658501,345651640
110848208,268287569
1399592,261536526
110437472,272106181
4088842,375960495
454497,55416858
99693145,80919053
40228547,346906902
103291457,25719728
16876055,67472056
33770972,160220889
29438088,15134834
107368671,32553356
138862609,290226739
108290167,325550790
90251602,396670326
42407685,231919094
2641662,312458079
123575075,182272426
47060411,29065068
74645093,290103636
18783765,210773263
72071233,59984182
17994052,353576708
37950224,147607369
29986996,163240344
69113799,384414138
98691877,139760181
40555711,306532193
95751943,394879664
131534140,172117290
88999753,116583832
120977495,21282685
14238614,160840477
115792807,259931960
32350300,354648199
129873757,89654611
126205303,211109586
51986250,308812636
18658765,357613414
34442641,245214346
90251602,120050765
137525444,212837844
118356281,119456834
42580387,39068189
126665202,42065945
33054630,156158490
20010936,59114877
94290427,10292627
113395505,9810029
88945335,206653563
15538158,185216658
38915660,229947087
121971087,52076961
3263428,210661447
102036262,139833116
30292145,359464254
12998932,173920109
2641662,255142646
30107666,385810287
55667626,390808863
23137309,277698638
91127849,303263320
95386873,209454418
22153508,386213145
95386873,3539891
123001606,109832044
87658501,138811546
102168278,266181097
60314888,370305231
110896346,266182655
91087067,353263988
83346092,199839139
135861598,168630681
33713238,330293425
89358432,153134980
138161959,79385065
13201221,387373714
107024477,263124845
118800259,371077733
92954093,402434134
84766191,290964163
32399786,2205674
59567091,391980984
31222716,123378269
33406584,299344650
53538099,207803418
31222716,263522635
29217415,351045438
86674738,168427140
8217647,346753819
116695180,309092576
52132931,77422740
10624647,23339768
120154530,47445191
12866931,235621893
10149605,165265728
98158859,123329907
22873496,157898778
90579934,176923780
60175632,311794999
46338408,87024907
102414182,171901377
19447970,273079251
13201221,280090457
77142272,188872446
90251602,142837437
85922732,312311123
109642388,213985483
60132462,270033379
77845023,284998686
35881288,138859002
33406584,235871767
71306110,120640516
85932424,319422124
127479589,31270746
28806122,114479417
47606728,312439021
82335494,31793880
53416987,278798293
126862652,178271523
117957849,144981607
99785045,122117228
56790163,384277703
95386873,118278711
45820472,57574092
92243806,90116650
121687827,224997216
83976914,299893020
66983676,177103063
63902611,305771099
55507721,158148474
25678919,185475583
53616158,141978628
2887948,105826640
62007671,219329551
70486234,36882892
6884739,305991044
102036262,38445204
66393587,369733728
132315137,80830954
33445386,393857230
92468821,118569873
74209995,230568868
62073731,66835676
47248096,274916502
23236747,315314667
95751943,312979989
92790292,376264710
20123340,286431901
20964170,394946398
88749982,338286131
56219570,202069907
83334493,373682537
56735134,295827088
18282993,223414960
14869973,94611155
5481789,404555382
102825286,105314953
110496316,145226039
113922474,334354525
40711894,326796925
101534361,368666210
102115259,13328580
33770972,213866929
37192011,390450873
44037373,353792985
57330963,44735485
16409419,355158931
97391321,155047987
82531954,322196317
139749655,80282175
117058802,376287470
120777483,189283267
9549237,373241022
8557866,87618039
117674807,3670650
113922474,135203085
62126989,397619017
26742658,341139058
110734521,58782846
18261127,213819961
13836813,287218433
63246489,9193330
102182796,211378632
85063972,122198936
108594053,10387004
119093325,271586294
100968525,342611578
46179048,151332464
23506974,327428637
87658501,182319116
17258875,379870252
110849747,87041635
59194752,324036801
90792846,13745114
139592313,206964685
90081052,284185925
130400029,192865514
3192805,343205261
91504246,150512991
38088521,291650710
107377446,117580336
137385958,185919264
139370639,224351615
106277262,263933388
11706685,256853575
60559051,136142860
96900675,331990795
43916471,113157697
59076389,7602098
5694160,260379430
90689083,295383707
18261127,31806041
46338408,317240333
103266000,290534053
58197610,30989715
66393587,144858590
13872334,224949056
101955475,31047788
141712457,173417245
9804081,224265526
55575058,333291392
87658501,346318370
76558003,7478972
37305183,318790201
95386873,183770315
37305183,198647892
88999753,249090682
35881288,390785339
40222003,128988397
90684505,228075498
47248096,52315370
135846824,52952565
103038630,292807126
23806494,139670114
18434743,68725476
112462747,43266089
88231861,264888694
47248096,221061092
49243199,238766931
132315137,260211942
72129303,211198622
91692671,250976736
16876055,30191468
20124715,190250666
62073731,218350887
